time,x,y,z
110652,-5.114,.150,.008
110675,-7.767,-.034,-.069
110696,-10.820,-.213,-.013
110715,-14.093,-.397,.212
110732,-16.676,-.524,.366
110751,-17.669,-.808,.231
110776,-16.655,-1.034,.182
110798,-13.165,-.744,.562
110815,-6.180,-.213,.303
110837,1.613,-.220,-.217
110849,6.528,.083,-.387
110869,9.308,.748,-.540
110889,11.841,1.080,-.315
110914,15.942,.821,-.299
110928,19.055,-.268,-.888
110950,21.430,-.525,-1.539
110972,20.524,1.290,-1.578
110983,12.385,1.170,-1.089
111014,1.492,-.120,-.531
111025,-6.354,-.782,.034
111045,-8.975,-1.172,.484
111071,-8.887,-.474,.493
111085,-8.985,-.077,.196
111111,-12.617,-.123,-.022
111124,-16.442,-.591,-.030
111140,-18.055,-1.410,.280
111166,-17.499,-1.721,.506
111180,-14.705,-1.208,.289
111206,-8.513,-.585,-.093
111220,-.908,-.669,-.281
111237,4.309,-.368,-.215
111258,6.226,.255,-.300
111277,6.735,.456,-.214
111300,7.671,.547,.069
111316,9.069,.723,.171
111338,11.333,.837,.058
111356,13.764,.189,-.167
111376,15.594,-.485,-.542
111410,16.310,.380,-.901
111423,15.093,1.212,-.826
111466,10.190,1.107,-.526
111468,3.204,.760,-.196
111560,-2.604,.040,-.039
111576,-4.805,-.496,.097
111584,-3.138,-.386,-.008
111587,2.203,.472,.142
111588,.153,.071,.102
111616,-1.350,-.279,.063
111670,-1.288,-.279,.091
111675,-.290,-.104,.042
111677,.446,.034,.006
111695,.382,.026,.010
111711,-.105,-.070,.008
111726,-.347,-.120,.003
111746,-.191,-.077,-.006
111764,.018,-.032,-.013
111791,.040,-.021,-.025
111809,-.051,-.024,-.030
111822,-.099,-.017,-.014
111844,-.067,-.004,-.005
111864,-.005,.017,.002
111883,-.000,.044,.014
111911,-.021,.064,.026
111921,-.039,.072,.032
111942,-.026,.072,.043
111960,-.018,.073,.048
111987,-.065,.066,.048
112001,-.108,.054,.044
112018,-.083,.054,.047
112044,-.053,.059,.056
112056,-.073,.044,.072
112085,-.083,.022,.105
112104,-.073,.006,.131
112122,-.073,-.018,.158
112139,-.083,-.033,.180
112155,-.124,-.042,.195
112176,-.154,-.028,.181
112201,-.157,-.001,.157
112214,-.137,.024,.122
112238,-.091,.051,.069
112251,-.018,.092,.025
112274,.002,.116,-.011
112290,-.015,.111,-.033
112312,-.029,.097,-.040
112332,-.010,.084,-.033
112351,.008,.070,-.019
112371,-.003,.044,-.008
112389,-.029,.018,.004
112412,-.016,.004,.013
112430,-.003,-.011,.011
112451,-.050,-.027,.010
112468,-.113,-.040,.016
112487,-.103,-.038,.017
112508,-.059,-.018,.013
112525,-.050,-.002,-.001
112547,-.077,.000,-.020
112570,-.056,.006,-.040
112583,.017,.021,-.041
112603,.069,.023,-.024
112622,.093,.005,.002
112641,.095,-.017,.024
112663,.076,-.039,.049
112681,.035,-.062,.054
112702,.044,-.076,.042
112720,.067,-.075,.030
112744,.084,-.077,.017
112757,.106,-.070,.011
112778,.090,-.065,.008
112798,.071,-.062,-.002
112817,.095,-.051,-.014
112842,.109,-.035,-.020
112865,.104,-.029,-.033
112883,.116,-.017,-.044
112897,.139,.002,-.035
112915,.139,.010,-.025
112942,.117,.001,-.028
112960,.089,.001,-.036
112981,.050,.000,-.039
112993,.032,.002,-.038
113012,.046,.007,-.046
113032,.095,.016,-.057
113057,.095,.027,-.051
113077,.041,.015,-.038
113096,.032,.009,-.041
113112,.077,.012,-.040
113130,.082,.017,-.030
113147,.052,.001,-.029
113171,.030,-.007,-.035
113196,.024,-.007,-.029
113206,.022,-.009,-.023
113227,.035,-.010,-.030
113252,.030,-.007,-.031
113268,-.000,-.010,-.030
113286,.005,-.011,-.025
113305,.027,.000,-.020
113325,.049,.005,-.007
113345,.044,.011,.002
113364,.021,.009,.008
113386,-.004,.001,.011
113407,-.014,.000,.010
113423,.012,.005,.003
113442,.002,.015,-.002
113461,.004,.016,-.007
113483,.007,.017,-.009
113504,-.012,.020,-.014
113521,-.016,.022,-.020
113540,.010,.029,-.034
113559,.028,.031,-.045
113577,.012,.026,-.046
113601,-.000,.017,-.047
113617,-.001,.006,-.049
113642,.013,-.005,-.049
113662,.015,-.018,-.050
113673,.005,-.024,-.046
113700,-.006,-.035,-.036
113714,-.011,-.035,-.030
113733,.008,-.032,-.019
113758,.038,-.023,-.006
113773,.076,-.016,.005
113795,.069,-.012,.017
113814,.039,-.018,.024
113840,.027,-.018,.030
113851,.044,-.006,.036
113875,.039,.000,.038
113897,.038,.005,.034
113913,.032,.011,.034
113931,.015,.016,.030
113948,-.003,.018,.017
113974,.010,.023,.004
113988,.035,.029,.006
114010,.034,.024,.013
114026,.052,.018,.010
114047,.082,.013,.011
114071,.055,.000,.017
114084,.019,-.021,.013
114112,.045,-.024,-.003
114125,.063,-.023,-.008
114145,.023,-.033,-.001
114170,.004,-.033,.004
114182,.030,-.022,.020
114201,.059,-.005,.026
114224,.059,.010,.019
114246,.026,.021,.019
114266,.018,.034,.016
114279,.054,.055,.011
114300,.072,.070,.014
114324,.035,.073,.013
114337,-.010,.067,.002
114356,-.027,.064,-.011
114375,-.036,.071,-.018
114395,-.060,.067,-.019
114423,-.072,.072,-.019
114434,-.121,.081,-.016
114455,-.354,.123,-.002
114473,-1.425,.342,-.003
114495,-3.924,.485,-.031
114514,-7.698,.346,-.102
114532,-12.342,-.136,-.132
114552,-17.143,-.717,.088
114574,-20.684,-.997,.378
114592,-21.139,-1.348,.465
114612,-18.699,-1.465,.377
114630,-11.863,-.798,.136
114652,-2.167,-.490,-.177
114674,5.176,-.156,-.508
114692,8.818,.550,-.750
114710,9.868,1.041,-.562
114728,11.532,1.374,-.163
114747,16.866,1.133,-.086
114767,20.112,-.893,-.823
114787,22.422,-.374,-1.747
114806,21.218,2.022,-1.726
114823,11.730,1.548,-1.176
114845,-.672,.476,-.890
114871,-9.859,-.105,-.337
114883,-14.081,-1.541,.584
114912,-15.953,-1.767,1.591
114929,-18.727,-.710,1.841
114942,-20.177,-.766,.616
114962,-18.873,-1.602,-.151
114982,-16.125,-1.907,.115
115002,-11.071,-.963,.061
115028,-2.780,-.376,-.608
115042,4.554,-.410,-.468
115062,6.719,.309,-.399
115081,4.947,.683,-.404
115104,4.425,.470,.171
115118,6.679,.794,.626
115136,10.800,1.502,.422
115204,14.780,.896,-.435
115209,16.537,.002,-1.068
115210,17.253,-.092,-1.303
115222,16.105,.600,-1.214
115317,12.970,.787,-.922
115340,7.257,.808,-.672
115342,.854,.731,-.547
115345,-5.449,-.894,.247
115370,.264,-.002,-.433
115372,2.482,.518,-.365
115432,2.622,.652,.195
115436,1.220,.396,.417
115439,-.505,-.121,.143
115448,-1.320,-.424,-.151
115470,-1.014,-.370,-.168
115488,-.257,-.144,.024
115508,.241,-.029,.155
115528,.270,-.044,.105
115546,.073,-.121,.016
115568,-.062,-.118,.019
115583,-.043,-.066,.092
115604,.052,-.029,.146
115625,.120,-.004,.135
115646,.137,-.001,.109
115666,.109,.027,.097
115684,.060,.033,.082
115702,.001,.038,.055
115725,-.020,.035,.036
115747,.012,.054,.041
115769,.068,.042,.038
115780,.084,.053,.025
115803,.054,.033,.028
115821,.018,.016,.021
115845,.015,-.001,.005
115871,.043,-.015,.013
115880,.065,-.004,.030
115904,.091,-.035,.028
115918,.079,-.024,.015
115936,.056,-.040,.031
115956,.050,-.045,.043
115974,.065,-.051,.024
116002,.082,-.040,.019
116016,.072,-.020,.032
116042,.049,-.007,.031
116056,.027,.005,.022
116073,.033,.013,.014
116092,.054,.031,.009
116112,.084,.034,.015
116139,.104,.040,.011
116152,.106,.042,.004
116168,.104,.044,.009
116190,.094,.048,.013
116215,.079,.042,-.002
116236,.079,.026,-.018
116248,.100,.015,-.031
116269,.090,.009,-.033
116287,.051,-.011,-.009
116308,.018,-.039,.008
116325,.013,-.043,.020
116346,.037,-.042,.031
116363,.078,-.032,.039
116385,.120,-.029,.036
116403,.153,-.022,.033
116429,.177,-.022,.034
116457,.154,-.020,.033
116463,.085,-.043,.016
116486,.037,-.049,-.002
116502,.051,-.034,.008
116521,.110,-.015,.027
116539,.128,.001,.037
116561,.090,-.004,.042
116580,.043,-.004,.045
116599,.034,.013,.052
116620,.068,.043,.059
116638,.110,.065,.066
116661,.128,.073,.064
116680,.138,.067,.041
116696,.106,.066,.021
116714,.034,.038,.015
116735,.027,.026,.011
116759,.068,.026,.003
116776,.106,.020,-.003
116800,.100,.002,.000
116813,.061,-.017,.008
116833,.029,-.022,.011
116852,.054,-.013,.027
116873,.080,-.005,.034
116897,.050,-.001,.024
116916,-.000,-.004,.016
116933,-.003,.002,.009
116961,.019,.020,.002
116972,.004,.031,-.001
116997,-.036,.038,.003
117016,-.049,.040,.003
117029,-.037,.049,-.006
117046,-.038,.054,-.011
117069,-.036,.056,-.014
117086,-.020,.050,-.014
117111,-.017,.045,-.009
117125,-.031,.038,-.005
117144,-.042,.022,-.009
117165,-.032,.017,-.016
117184,-.025,.013,-.014
117210,-.034,.001,-.019
117223,-.043,-.011,-.019
117248,-.031,-.017,-.011
117264,-.015,-.018,-.008
117283,-.028,-.017,-.011
117305,-.043,-.027,-.002
117320,-.040,-.026,-.002
117340,-.039,-.028,-.016
117360,-.053,-.027,-.016
117378,-.034,-.027,-.002
117401,.015,-.013,.004
117424,-.003,-.007,.011
117438,-.037,-.011,.026
117459,.040,-.004,.024
117478,.176,.024,.005
117501,.201,.049,.000
117522,.076,.049,-.003
117535,-.071,.033,-.011
117555,-.065,.031,-.016
117575,.061,.053,-.017
117591,.111,.061,-.013
117612,.037,.045,-.014
117634,-.049,.028,-.017
117654,-.054,.026,-.018
117673,-.015,.034,-.018
117691,.002,.033,-.016
117711,-.003,.022,-.014
117730,-.011,.015,-.014
117750,-.007,.004,-.018
117772,-.012,.000,-.020
117786,-.010,.001,-.027
117809,.007,.010,-.034
117828,.027,.016,-.040
117847,.032,.017,-.044
117868,.033,.010,-.046
117885,.034,.006,-.047
117910,.019,.005,-.039
117931,.004,-.001,-.031
117945,.013,-.004,-.029
117973,.045,.004,-.018
117984,.067,.012,-.001
118007,.055,.012,-.002
118022,.032,.007,-.016
118040,.022,.011,-.012
118062,.033,.015,-.009
118087,.038,.024,-.014
118099,.033,.022,-.018
118120,.011,.024,-.016
118141,-.001,.021,-.006
118166,-.003,.024,.000
118184,-.005,.020,.002
118197,-.009,.021,.002
118223,-.015,.023,.005
118236,-.022,.026,.004
118262,-.032,.027,-.003
118275,-.032,.026,-.009
118301,-.018,.032,-.016
118322,-.017,.038,-.020
118341,-.047,.034,-.014
118356,-.062,.031,-.006
118371,-.045,.034,-.016
118392,-.040,.037,-.024
118418,-.054,.029,-.022
118437,-.064,.024,-.024
118450,-.070,.022,-.023
118472,-.091,.024,-.011
118490,-.114,.027,-.009
118513,-.102,.032,-.025
118536,-.065,.044,-.038
118556,-.053,.044,-.034
118573,-.075,.032,-.023
118589,-.094,.015,-.020
118607,-.086,.010,-.020
118626,-.059,.001,-.009
118645,-.037,-.007,-.006
118664,-.043,-.023,-.016
118684,-.066,-.038,-.020
118705,-.050,-.038,-.011
118726,.002,-.033,.008
118741,.029,-.031,.020
118766,.016,-.033,.022
118782,-.004,-.034,.022
118803,.006,-.032,.022
118823,.026,-.022,.021
118840,.016,-.021,.017
118860,-.020,-.026,.017
118880,-.018,-.018,.020
118903,.011,-.010,.022
118926,.035,-.001,.009
118941,.026,-.007,-.005
118965,.008,-.016,-.006
118977,.012,-.015,-.009
119003,.022,-.016,-.011
119023,.007,-.024,-.003
119037,.002,-.032,-.003
119057,.021,-.024,-.012
119075,.019,-.021,-.014
119099,.006,-.021,-.012
119113,-.000,-.011,-.008
119133,.015,.001,-.008
119151,.033,.020,.000
119172,.030,.034,.005
119196,.023,.029,.000
119211,.002,.033,-.012
119238,-.029,.029,-.012
119258,-.049,.028,-.012
119273,-.029,.035,-.020
119287,-.003,.042,-.019
119314,-.001,.045,-.009
119329,-.014,.043,-.007
119353,-.014,.040,-.003
119369,-.003,.042,.004
119387,.005,.042,.003
119403,-.000,.037,-.005
119424,-.016,.031,-.013
119445,-.039,.024,-.017
119462,-.051,.023,-.024
119484,-.040,.021,-.030
119505,-.014,.027,-.031
119524,.021,.027,-.028
119543,.039,.022,-.019
119564,.021,.007,-.009
119583,-.023,-.016,-.001
119604,-.053,-.037,-.007
119623,-.055,-.045,-.006
119643,-.040,-.040,.020
119662,-.012,-.024,.041
119678,.021,-.007,.053
119701,.041,.002,.060
119719,.043,.011,.049
119740,.035,.011,.036
119760,.024,.010,.026
119778,.027,.011,.038
119795,.062,.010,.063
119816,.105,.011,.072
119839,.090,.011,.071
119856,.022,-.005,.066
119875,-.009,-.012,.058
119895,.002,-.004,.041
119915,.017,.007,.032
119935,.008,.021,.027
119960,-.015,.024,.022
119977,-.053,.029,.027
119991,-.304,.110,.048
120011,-1.496,.378,.049
120030,-4.255,.514,.000
120055,-8.464,.263,-.171
120070,-13.416,-.447,-.299
120095,-17.068,-.981,-.046
120113,-18.555,-.980,.372
120127,-18.055,-.864,.487
120146,-15.931,-.789,.226
120167,-11.633,-.816,.071
120191,-5.645,-.713,.086
120211,.773,-.525,-.089
120225,5.256,-.260,-.279
120250,6.534,.358,-.256
120263,7.080,.734,.006
120283,8.477,.896,.269
120307,11.826,1.306,.157
120326,16.297,.408,-.427
120341,18.651,-.944,-1.132
120376,19.463,-.106,-1.654
120390,17.453,1.356,-1.401
120431,9.873,1.137,-.877
120433,-1.392,.849,-.905
120526,-12.715,-.075,-1.047
120542,-20.708,-1.776,-.312
120551,-23.997,-2.527,1.056
120552,-21.223,-1.025,1.381
120581,-6.921,-.779,-1.154
120584,-2.952,-.957,-.531
120637,-.396,-.551,.219
120644,2.496,-.309,-.013
120645,4.434,.165,-.278
120661,5.946,.577,-.160
120671,7.454,.707,.064
120692,8.934,.907,.019
120712,10.889,.979,-.249
120733,13.290,.420,-.378
120752,14.601,-.538,-.452
120772,14.970,-.315,-.769
120790,13.945,.850,-1.022
120810,10.856,1.120,-.948
120828,5.401,.885,-.760
120849,-.055,.395,-.579
120869,-3.157,-.329,-.204
120885,-2.970,-.348,.021
120905,-.268,.057,-.257
120927,2.328,.476,-.515
120947,2.826,.639,-.320
120963,1.500,.435,-.047
120985,-.110,.002,.083
121010,-.656,-.214,.144
121023,-.081,-.148,.109
121049,.690,.011,.013
121063,.842,.061,-.002
121082,.426,.001,.045
121108,.082,-.075,.074
121123,.109,-.061,.056
121149,.292,-.001,.033
121161,.331,.031,.052
121186,.216,.027,.076
121204,.123,.018,.076
121218,.111,.024,.056
121243,.106,.037,.045
121257,.046,.032,.048
121281,-.009,.022,.047
121302,-.007,.021,.045
121322,.026,.028,.047
121336,.034,.026,.044
121357,.015,.011,.048
121374,-.011,.006,.049
121396,-.029,-.001,.037
121413,-.021,.004,.031
121433,-.004,.018,.032
121453,.026,.032,.037
121472,.089,.044,.038
121496,.066,.065,.037
121512,-.010,.054,.042
121535,-.021,.057,.053
121550,-.028,.064,.058
121568,.017,.060,.059
121586,.095,.084,.064
121610,.029,.081,.061
121629,-.100,.049,.061
121645,-.102,.035,.055
121668,.012,.045,.033
121686,.059,.060,.009
121705,-.031,.042,.008
121723,-.106,.022,.027
121744,-.058,.024,.037
121765,.001,.038,.032
121785,-.026,.027,.033
121805,-.067,.010,.038
121824,-.061,.001,.039
121842,-.056,.000,.036
121861,-.081,-.002,.036
121884,-.084,-.005,.048
121902,-.049,.001,.055
121922,-.027,.006,.054
121940,-.050,.006,.059
121959,-.050,.006,.065
121977,-.003,.020,.067
122005,.023,.023,.063
122019,.017,.021,.058
122043,.015,.018,.053
122063,-.009,.015,.049
122076,-.006,.009,.053
122103,.045,.012,.059
122117,.089,.013,.055
122140,.111,.004,.050
122161,.062,-.011,.043
122173,-.006,-.028,.032
122193,-.015,-.032,.024
122213,.027,-.020,.024
122237,.059,-.013,.015
122252,.063,-.012,.000
122272,.032,-.016,-.011
122290,.015,-.016,-.020
122316,.043,-.011,-.027
122337,.079,-.002,-.031
122356,.074,.002,-.040
122374,.066,.004,-.039
122390,.089,.007,-.030
122406,.105,.010,-.025
122432,.082,.005,-.022
122446,.051,-.004,-.011
122472,.048,-.004,.003
122489,.054,.011,.005
122502,.050,.007,-.001
122529,.074,.015,-.005
122545,.068,.028,-.005
122570,.008,.027,-.005
122585,-.011,.026,-.008
122602,.018,.039,-.014
122622,.033,.046,-.020
122645,.012,.049,-.024
122667,.006,.050,-.024
122683,.008,.056,-.014
122701,-.036,.055,-.006
122722,-.065,.046,-.009
122739,-.037,.056,-.018
122756,-.022,.065,-.020
122778,-.045,.065,-.019
122798,-.084,.059,-.020
122817,-.095,.049,-.022
122836,-.059,.046,-.017
122857,-.020,.043,-.009
122875,-.044,.026,-.002
122895,-.108,-.004,.008
122916,-.121,-.027,.013
122932,-.086,-.029,.020
122956,-.093,-.018,.042
122976,-.135,-.013,.045
122992,-.153,-.007,.024
123012,-.152,.002,.003
123036,-.160,.017,-.017
123057,-.170,.031,-.029
123080,-.152,.042,-.030
123096,-.108,.057,-.031
123111,-.104,.065,-.035
123130,-.147,.062,-.041
123147,-.175,.059,-.049
123174,-.166,.064,-.055
123187,-.174,.061,-.053
123207,-.209,.055,-.046
123226,-.319,.055,-.030
123244,-.660,.123,-.007
123273,-1.985,.326,.006
123285,-4.672,.430,.030
123309,-8.423,.186,-.080
123328,-12.677,-.327,-.249
123344,-17.275,-.503,-.299
123363,-20.765,-.921,-.155
123390,-21.325,-1.316,.325
123401,-18.982,-1.109,.677
123422,-12.571,-.312,.364
123449,-2.859,-.156,-.375
123462,5.296,-.291,-.806
123479,9.270,.219,-1.066
123507,9.786,.760,-1.091
123519,9.529,.704,-.685
123538,10.375,.700,-.502
123565,14.543,-.031,-.724
123576,17.541,-1.404,-1.110
123611,19.744,-1.059,-1.533
123614,18.771,.966,-1.318
123687,9.108,1.673,-.866
123688,-5.528,.249,-1.223
123702,-20.249,-2.776,.263
123794,-19.566,-2.213,1.750
123815,-18.866,-.553,1.437
123816,-17.263,-.247,.582
123818,-13.411,-1.104,.126
123823,-9.460,-1.285,-.006
123824,-3.933,-.712,.192
123846,2.065,-.451,-.148
123849,4.933,.228,-.520
123914,4.273,.688,-.433
123915,2.956,.103,.011
123916,3.874,-.242,.450
123927,6.134,-.018,.610
123948,8.699,.612,.151
123965,10.819,1.144,-.399
123986,12.761,1.260,-.558
124008,14.469,.456,-.364
124024,14.981,-.497,-.310
124042,14.421,.347,-.652
124063,12.433,1.197,-.813
124082,7.644,1.038,-.690
124108,2.210,.583,-.375
124125,-1.713,.055,.072
124142,-2.844,-.264,.253
124161,-1.238,-.175,-.019
124181,1.086,.158,-.355
124201,1.908,.363,-.199
124223,.971,.253,.138
124240,-.401,-.087,.201
124259,-.905,-.294,.072
124284,-.446,-.235,-.014
124298,.187,-.097,.015
124320,.355,-.042,.089
124345,.100,-.093,.088
124356,-.155,-.166,.050
124381,-.158,-.164,.060
124401,.034,-.131,.083
124417,.186,-.100,.072
124435,.173,-.095,.054
124455,.046,-.103,.039
124472,-.075,-.087,.028
124494,-.076,-.060,.016
124513,.054,-.009,-.001
124534,.132,.039,-.020
124553,.085,.065,-.029
124572,.010,.072,-.028
124592,-.049,.089,-.035
124610,-.047,.090,-.036
124632,-.005,.104,-.027
124653,-.026,.134,-.011
124669,-.073,.120,.009
124689,-.062,.104,.004
124709,-.007,.105,-.006
124726,-.010,.101,.008
124749,-.082,.075,.011
124765,-.120,.046,.006
124787,-.058,.037,.009
124811,.019,.048,.008
124824,.017,.038,-.001
124842,-.045,.016,-.014
124865,-.069,.002,-.024
124887,-.022,.010,-.034
124905,.038,.022,-.046
124923,.039,.022,-.056
124942,.024,.016,-.055
124963,.027,.009,-.035
124984,.033,.001,-.023
125002,.030,-.002,-.025
125022,.024,-.002,-.024
125040,.027,.012,-.011
125058,.027,.029,-.001
125079,.056,.037,.003
125097,.098,.038,.004
125126,.093,.034,.005
125136,.048,.012,.022
125154,.018,.002,.037
125181,.019,.000,.042
125201,.029,.018,.048
125223,.045,.026,.049
125234,.063,.031,.045
125253,.061,.034,.031
125274,.059,.032,.020
125293,.040,.032,.013
125321,-.010,.020,.009
125333,-.051,.009,.011
125357,-.049,.022,.016
125376,.021,.022,.016
125388,.068,.038,.015
125409,.044,.034,.015
125434,-.000,.009,.016
125448,-.018,.001,.015
125469,-.000,-.007,.019
125488,.005,-.011,.017
125505,.002,-.016,.014
125526,.012,-.022,.014
125545,.021,-.020,.015
125573,.018,-.022,.009
125591,.013,-.018,-.003
125604,.038,-.015,-.018
125624,.054,-.018,-.019
125650,.043,-.013,-.014
125668,.035,-.018,-.007
125683,.030,-.024,-.001
125702,.040,-.028,.010
125720,.038,-.026,.024
125741,.010,-.027,.037
125760,-.007,-.024,.047
125787,.015,-.006,.048
125800,.038,.011,.052
125817,.029,.029,.052
125845,.005,.023,.032
125863,-.005,.021,.016
125876,-.000,.026,.020
125899,-.005,.029,.022
125916,-.020,.022,.013
125937,-.018,.016,.009
125956,-.007,.021,.006
125978,-.020,.021,.006
125995,-.027,.018,.000
126013,-.016,.023,-.009
126034,-.014,.028,-.014
126055,-.026,.028,-.020
126073,-.034,.026,-.023
126093,-.022,.027,-.025
126114,-.001,.033,-.031
126132,-.003,.029,-.047
126154,-.029,.018,-.062
126179,-.055,.012,-.056
126191,-.047,.015,-.040
126218,-.020,.021,-.029
126236,-.007,.020,-.024
126249,-.025,.016,-.017
126270,-.049,.004,-.017
126290,-.047,-.006,-.012
126309,-.028,-.009,-.002
126323,-.022,-.017,.002
126351,-.044,-.031,.002
126364,-.049,-.038,.006
126385,-.020,-.034,.016
126403,.002,-.032,.021
126420,-.000,-.035,.021
126442,-.015,-.043,.026
126463,-.028,-.045,.031
126488,-.027,-.042,.030
126501,.004,-.028,.024
126520,.040,-.007,.017
126540,.063,-.002,.011
126559,.045,-.010,.003
126584,.001,-.020,-.007
126599,-.021,-.024,-.011
126624,.002,-.020,-.009
126639,.039,-.006,-.007
126658,.046,.005,-.005
126683,.017,.002,-.014
126694,-.004,-.002,-.028
126718,-.001,-.002,-.029
126737,.005,.005,-.028
126761,-.004,.002,-.023
126774,-.018,.000,-.012
126793,.001,.006,-.007
126819,.018,.007,-.012
126832,.006,.004,-.012
126857,-.025,-.010,-.008
126877,-.029,-.007,-.008
126891,-.000,-.007,-.008
126910,.026,.001,-.014
126929,.022,.001,-.014
126950,.008,-.002,-.009
126968,.005,-.010,-.009
126989,.002,-.013,-.003
127009,-.006,-.010,.005
127027,-.022,-.017,.004
127046,-.047,-.024,-.001
127066,-.049,-.020,-.001
127088,-.018,-.002,-.002
127110,-.007,.005,-.006
127124,-.025,.006,-.006
127146,-.039,.013,-.013
127164,-.032,.028,-.030
127184,-.023,.039,-.039
127204,-.027,.046,-.050
127222,-.031,.054,-.056
127259,-.015,.067,-.057
127263,.008,.070,-.061
127282,.007,.068,-.063
127302,-.006,.054,-.058
127321,-.012,.042,-.053
127344,-.020,.032,-.047
127358,-.071,.029,-.033
127377,-.435,.108,-.018
127397,-1.547,.188,-.003
127426,-3.858,.371,-.005
127442,-7.941,.414,-.159
127454,-13.847,-.193,-.503
127477,-19.473,-1.057,-.662
127495,-22.096,-1.469,-.041
127518,-21.462,-1.208,.921
127534,-17.234,-.270,.991
127554,-8.762,.137,-.106
127579,.620,-.320,-.678
127597,5.942,-.384,-.840
127620,7.893,.018,-1.082
127631,8.259,.464,-.593
127649,8.717,.661,.099
127672,9.970,.801,.220
127696,13.699,.473,-.127
127709,15.737,-.910,-.562
127728,16.681,-.294,-1.206
127748,14.926,1.158,-1.254
127767,9.490,1.308,-.776
127785,.522,1.112,-.602
127806,-9.097,.238,-.659
127826,-16.760,-1.724,.099
127853,-21.533,-2.425,1.278
127865,-22.464,-1.693,1.416
127884,-20.225,-1.210,.799
127914,-14.965,-1.124,-.075
127923,-8.120,-.720,-.548
127948,-1.179,-.392,-.495
127965,3.578,-.292,-.345
127983,4.044,.173,-.271
128004,1.821,.299,-.035
128021,1.608,-.053,.380
128041,3.956,.125,.710
128060,7.026,.701,.520
128080,9.732,1.262,-.108
128113,11.374,1.499,-.523
128128,12.910,1.371,-.562
128164,14.474,.321,-.425
128166,14.928,-.550,-.622
128268,14.471,.367,-1.086
128281,13.008,1.109,-1.176
128289,8.662,1.245,-.986
128290,2.585,1.043,-.636
128295,-3.537,-.694,.353
128320,-.836,-.116,.075
128375,2.423,.679,-.287
128383,.690,.401,.144
128401,-1.087,-.271,.078
128413,-.168,-.087,-.077
128427,.403,.104,.002
128447,.187,.062,.130
128467,-.241,-.072,.100
128487,-.367,-.110,.060
128505,-.137,-.062,.080
128528,.124,.011,.086
128549,.090,.026,.061
128566,-.138,-.007,.042
128594,-.259,-.026,.041
128613,-.181,-.002,.038
128631,-.042,.021,.030
128650,.056,.022,.017
128664,.079,.016,.008
128686,.039,.006,.005
128710,-.028,-.007,.006
128721,-.073,-.021,.010
128747,-.062,-.026,.017
128768,-.036,-.021,.017
128781,-.006,-.007,.021
128801,.010,-.006,.031
128820,.008,-.006,.028
128840,.012,-.002,.037
128865,.044,.016,.048
128879,.052,.028,.055
128905,.010,.022,.054
128923,-.012,.013,.052
128939,-.005,.012,.042
128961,.017,.016,.034
128976,.013,.016,.043
128994,.001,.012,.050
129018,-.001,.004,.044
129034,.011,.002,.039
129055,.022,-.007,.047
129072,.024,-.018,.048
129094,.004,-.033,.053
129116,-.032,-.049,.069
129132,-.033,-.049,.080
129152,-.005,-.035,.078
129172,.019,-.024,.080
129192,.024,-.023,.074
129213,-.004,-.031,.056
129229,-.006,-.029,.052
129250,.010,-.026,.052
129267,.015,-.017,.047
129289,-.009,-.016,.044
129306,-.007,-.007,.049
129327,.034,.007,.042
129353,.062,.016,.039
129366,.052,.017,.037
129391,.016,.007,.026
129405,-.009,.002,.010
129425,.004,.007,.003
129450,.029,.022,.008
129464,.051,.026,.009
129481,.041,.027,.008
129502,.016,.028,.011
129522,.004,.024,.017
129541,-.026,.020,.015
129559,-.020,.020,.011
129580,-.006,.027,.009
129600,.011,.026,.003
129620,.019,.028,-.005
129639,.015,.029,.000
129659,.011,.033,.005
129679,.016,.043,.011
129698,.021,.048,.019
129717,.049,.045,.020
129736,.078,.044,.015
129754,.039,.032,.014
129781,-.037,.016,.019
129795,-.053,.009,.019
129813,-.007,.017,.016
129835,.033,.032,.016
129854,.016,.029,.011
129873,-.038,.012,.002
129899,-.056,.006,.000
129919,-.040,.015,-.001
129931,-.014,.018,-.001
129951,-.006,.021,-.003
129975,-.027,.011,-.006
129993,-.064,.001,-.002
130014,-.058,.006,-.003
130031,-.015,.009,-.016
130053,.010,.007,-.019
130070,-.009,-.002,-.022
130087,-.017,-.016,-.027
130108,-.014,-.021,-.018
130126,-.022,-.021,-.013
130150,-.040,-.028,-.018
130166,-.039,-.028,-.020
130186,-.006,-.020,-.012
130205,.028,-.010,-.005
130225,.034,-.013,.002
130246,.019,-.018,.011
130265,-.007,-.023,.017
130281,-.005,-.024,.021
130305,.041,-.007,.015
130322,.076,-.001,.016
130342,.062,-.013,.032
130362,.033,-.023,.039
130379,.004,-.031,.039
130404,-.021,-.023,.038
130417,-.017,-.016,.026
130444,.005,.000,.011
130458,.012,.018,.008
130483,-.000,.021,.010
130498,-.001,.018,.010
130518,-.004,.021,.005
130544,-.025,.012,.000
130556,-.033,.006,-.001
130574,-.007,.005,.004
130592,.017,.006,.004
130613,.011,.002,.005
130633,-.005,.004,.013
130658,-.016,.000,.014
130678,-.045,-.002,.003
130695,-.065,.000,-.017
130720,-.070,.010,-.030
130731,-.066,.028,-.031
130755,-.072,.054,-.033
130771,-.093,.079,-.025
