time,x,y,z
42962,-.005,.015,-.025
42981,-.018,.013,-.029
43001,-.025,.013,-.030
43020,-.015,.021,-.035
43038,-.000,.028,-.049
43059,.008,.035,-.063
43077,.013,.031,-.068
43098,-.000,.022,-.068
43118,-.017,.010,-.064
43142,-.027,.004,-.057
43158,-.023,.004,-.056
43173,-.010,-.006,-.066
43202,-.020,-.012,-.064
43215,-.034,-.023,-.053
43238,-.021,-.021,-.039
43253,-.004,-.018,-.031
43275,-.017,-.018,-.029
43293,-.045,-.021,-.024
43312,-.055,-.020,-.027
43336,-.038,-.012,-.033
43350,-.029,-.002,-.031
43371,-.038,.001,-.027
43397,-.051,.006,-.027
43416,-.054,.004,-.027
43436,-.059,.007,-.022
43447,-.062,.006,-.012
43471,-.048,.009,-.007
43492,-.050,.018,-.006
43507,-.056,.011,.002
43524,-.065,.005,.009
43542,-.097,.005,.008
43566,-.113,-.005,.008
43582,-.091,-.001,.004
43608,-.021,.010,-.005
43628,.001,.013,-.013
43642,-.049,.000,-.024
43671,-.062,-.012,-.025
43687,-.026,-.011,-.016
43700,.007,-.009,-.001
43723,.005,-.012,.008
43740,-.022,-.028,.011
43771,-.027,-.038,.021
43783,.002,-.038,.020
43800,.007,-.034,.016
43818,-.020,-.034,.028
43837,-.042,-.038,.044
43858,-.021,-.027,.037
43874,.016,-.011,.024
43897,.021,-.001,.024
43917,.011,-.001,.031
43936,.018,.001,.036
43956,.037,.006,.047
43974,.011,.007,.049
43995,-.033,.000,.039
44016,-.048,.001,.017
44037,-.027,.007,.003
44054,-.009,.013,.002
44072,-.000,.017,.003
44092,.007,.016,-.013
44112,-.005,.007,-.029
44130,-.011,-.010,-.033
44150,.017,-.015,-.042
44169,.039,-.024,-.049
44189,.037,-.037,-.034
44209,.015,-.055,-.005
44228,.002,-.064,.014
44247,-.001,-.066,.028
44266,-.004,-.064,.044
44293,-.011,-.060,.059
44308,-.014,-.057,.076
44323,-.011,-.045,.089
44342,-.005,-.038,.093
44373,-.007,-.029,.092
44386,-.017,-.022,.096
44406,-.023,-.013,.096
44431,-.033,-.006,.088
44442,-.051,.001,.086
44471,-.058,.011,.080
44481,-.038,.024,.065
44502,-.025,.037,.053
44521,-.036,.049,.045
44544,-.065,.057,.037
44563,-.071,.065,.027
44580,-.039,.075,.015
44598,-.018,.077,.003
44622,-.037,.068,-.002
44641,-.066,.064,-.007
44670,-.106,.072,-.012
44676,-.235,.086,-.018
44702,-.463,.054,-.031
44719,-.666,.006,-.052
44733,-.831,.031,-.069
44754,-1.430,.188,-.067
44773,-2.897,.332,-.031
44794,-5.505,.400,.000
44814,-8.974,.093,-.080
44831,-12.817,-.534,-.073
44852,-15.846,-.886,.247
44879,-17.439,-.860,.640
44892,-17.101,-.938,.720
44910,-14.673,-.798,.560
44928,-9.150,-.683,.132
44946,-1.555,-.622,-.287
44966,4.471,-.399,-.260
44987,8.024,.232,-.374
45008,10.651,.817,-.359
45024,13.853,.940,-.119
45048,16.584,.112,-.190
45068,19.356,-.760,-.701
45086,19.628,.809,-1.363
45107,15.290,1.233,-1.342
45123,7.478,.233,-.832
45144,-1.069,.226,-.046
45166,-6.586,-.188,.232
45183,-8.114,-.461,.312
45208,-7.075,-.203,.364
45222,-6.583,.116,.344
45246,-8.913,.106,.454
45267,-13.220,-.368,.520
45281,-16.700,-1.297,.512
45304,-17.971,-1.982,.622
45319,-16.822,-1.856,.644
45338,-12.754,-1.111,.045
45359,-5.631,-.536,-.829
45384,.372,-.425,-.410
45402,2.853,.044,-.173
45416,2.349,.465,-.308
45442,2.435,.426,-.020
45457,4.590,.590,.168
45481,8.085,1.135,.065
45504,11.865,1.118,-.308
45521,14.459,.650,-.854
45575,15.433,.133,-1.043
45583,15.159,-.031,-.949
45586,13.714,.330,-.944
45596,11.253,.269,-.871
45697,-.281,.159,-.254
45698,-2.131,-.252,-.312
45721,1.523,.314,-.350
45777,2.060,.437,-.188
45780,.810,.274,.022
45793,-.562,.009,.034
45807,.099,.088,.065
45827,.507,.154,.072
45844,.253,.099,.045
45863,-.187,.023,.027
45884,-.325,-.001,.030
45910,-.161,.010,.021
45928,-.001,.027,.003
45943,.006,.038,.002
45960,-.133,.044,.005
45983,-.242,.038,-.012
46003,-.229,.046,-.039
46021,-.159,.056,-.060
46041,-.081,.062,-.069
46062,-.049,.077,-.067
46079,-.094,.066,-.060
46099,-.160,.029,-.061
46118,-.191,.015,-.066
46138,-.180,-.006,-.060
46159,-.154,-.034,-.046
46176,-.093,-.056,-.049
46195,-.032,-.053,-.045
46216,-.028,-.056,-.017
46236,-.060,-.097,.000
46254,-.072,-.103,.005
46283,-.100,-.110,.017
46303,-.139,-.126,.024
46319,-.094,-.126,.022
46332,-.022,-.106,.024
46352,-.059,-.114,.032
46371,-.114,-.126,.036
46395,-.087,-.114,.041
46416,.017,-.078,.043
46434,.099,-.039,.055
46455,.079,-.017,.064
46476,-.015,-.032,.070
46495,-.037,-.044,.086
46507,.015,-.026,.098
46533,.068,-.005,.098
46548,.088,.006,.104
46572,.068,-.001,.119
46585,.035,-.016,.126
46605,.040,-.028,.135
46623,.061,-.037,.149
46656,.074,-.029,.160
46665,.054,-.020,.174
46684,.032,-.020,.179
46705,.038,-.010,.176
46723,.041,-.009,.169
46748,.038,.002,.160
46766,.054,.026,.148
46782,.088,.042,.132
46802,.072,.048,.121
46821,.017,.043,.114
46840,-.009,.039,.100
46859,.027,.055,.086
46878,.072,.071,.081
46906,.078,.078,.082
46922,.055,.068,.063
46936,.034,.056,.047
46957,.035,.048,.056
46983,.044,.044,.055
46993,.035,.034,.037
47018,.017,.018,.027
47036,-.003,.011,.022
47058,.001,.012,.016
47072,.007,.016,.017
47095,.010,.009,.024
47112,.005,.007,.013
47133,-.017,.002,.003
47155,-.045,.001,-.001
47171,-.038,.001,-.022
47192,-.016,.013,-.038
47209,-.006,.023,-.029
47229,-.007,.029,-.034
47252,-.003,.031,-.046
47270,.015,.040,-.049
47294,.015,.042,-.058
47308,.008,.035,-.064
47327,-.014,.024,-.060
47352,-.027,.013,-.058
47368,-.011,.022,-.050
47383,.001,.016,-.036
47404,-.003,.009,-.038
47429,-.010,.004,-.038
47457,-.026,-.001,-.024
47460,-.025,-.009,-.008
47484,.004,-.006,.004
47503,.018,-.005,.011
47528,.015,-.010,.013
47548,.007,-.009,.006
47563,-.001,-.009,-.005
47588,-.004,-.006,-.012
47603,-.016,-.005,-.017
47623,-.004,.000,-.020
47639,.002,.006,-.022
47665,-.004,.004,-.020
47685,.015,.002,-.018
47698,.044,.000,-.017
47725,.019,-.007,-.018
47744,-.015,-.020,-.022
47756,.001,-.022,-.038
47781,.038,-.016,-.055
47795,.061,-.020,-.073
47820,.071,-.023,-.073
47836,.062,-.032,-.066
47854,.037,-.045,-.068
47879,.024,-.055,-.071
47892,.029,-.060,-.066
47913,.063,-.059,-.066
47936,.071,-.044,-.062
47954,.050,-.026,-.058
47976,.034,-.011,-.063
47997,.080,.028,-.049
48009,.133,.097,-.031
48028,.095,.105,-.027
48048,.007,.064,-.074
48070,-.001,.101,-.130
48088,-.066,.121,-.055
48108,-.450,.258,.005
48127,-1.695,.500,.004
48144,-4.247,.722,.100
48163,-7.559,.473,.180
48184,-10.600,-.013,.214
48205,-12.781,-.335,.348
48223,-14.979,-.310,.768
48244,-16.523,-.519,.932
48264,-16.078,-1.059,.777
48280,-13.382,-1.368,.450
48299,-8.105,-1.117,.082
48317,-1.017,-.627,-.108
48346,4.942,-.228,-.187
48364,8.295,.342,-.424
48379,9.870,.745,-.455
48400,11.592,.990,-.148
48418,15.567,.015,-.279
48443,19.478,-1.040,-1.208
48458,22.667,.270,-1.880
48477,19.396,1.912,-1.609
48518,8.132,.569,-1.451
48525,-3.577,-.617,-1.198
48561,-8.423,-1.712,-.188
48565,-6.638,-1.076,.726
48658,-2.578,.381,.314
48673,-1.856,.948,-.375
48682,-5.818,1.036,-.465
48683,-12.415,-.109,-.319
48684,-20.228,-1.699,.855
48715,-19.046,-1.155,.967
48716,-15.950,-.937,.317
48778,-10.198,-.733,-.425
48780,-3.075,-.629,-.261
48781,2.289,-.359,-.140
48797,4.716,.103,-.427
48807,4.689,.505,-.552
48827,4.589,.643,-.262
48845,5.775,.579,.141
48863,7.884,.737,.250
48887,11.793,.750,-.179
48903,14.614,.152,-.637
48925,16.029,-.513,-1.024
48945,16.397,.094,-1.102
48965,14.967,.965,-.892
48983,10.528,.908,-.553
49004,4.486,.419,-.432
49024,-.424,-.079,-.474
49042,-2.378,-.396,-.440
49061,-1.127,-.153,-.414
49082,1.410,.268,-.475
49099,2.221,.409,-.407
49119,.931,.233,-.195
49141,-.618,-.007,-.049
49158,-.935,-.088,.000
49180,-.249,-.013,-.013
49201,.348,.073,-.016
49219,.266,.060,.034
49236,-.226,.007,.063
49257,-.595,-.039,.047
49279,-.558,-.072,.024
49298,-.286,-.026,-.016
49315,-.159,.010,-.030
49335,-.154,.017,.004
49360,-.155,.056,.015
49376,-.139,.056,-.001
49394,-.121,.032,-.006
49414,-.117,.001,-.016
49431,-.106,-.009,-.034
49451,-.051,.010,-.035
49488,-.000,.022,-.016
49489,.032,.018,-.005
49510,.035,.020,-.008
49530,.016,.011,.006
49549,-.028,.016,.015
49570,-.104,-.004,.015
49585,-.150,-.029,.021
49606,-.164,-.037,.030
49633,-.193,-.044,.047
49647,-.236,-.043,.066
49666,-.243,-.050,.072
49685,-.186,-.070,.070
49705,-.115,-.078,.076
49729,-.146,-.086,.103
49743,-.262,-.114,.130
49768,-.280,-.134,.113
49782,-.148,-.127,.069
49803,-.021,-.109,.075
49827,.005,-.117,.131
49849,-.029,-.121,.147
49862,-.065,-.118,.092
49887,-.072,-.114,.032
49899,-.042,-.099,.025
49918,.029,-.056,.036
49938,.060,-.023,.027
49958,.030,-.033,.004
49983,.011,-.040,-.016
50004,.006,-.017,-.007
50020,.008,-.007,.005
50042,.050,.007,-.008
50057,.104,.022,-.017
50085,.118,.029,.004
50101,.083,.022,.022
50113,.011,-.002,.005
50135,-.026,-.024,-.008
50153,.006,-.011,.003
50173,.040,.005,.016
50191,.055,.020,.019
50212,.021,.021,.015
50231,-.005,.021,.010
50252,.008,.020,-.002
50270,.033,.018,-.013
50292,.045,.015,-.020
50310,.026,.016,-.020
50329,-.011,.007,-.017
50350,-.027,.007,-.014
50369,.004,.017,-.013
50387,.029,.022,-.014
50408,.023,.020,-.016
50425,-.015,.009,-.014
50453,-.043,.004,-.012
50465,-.031,.007,-.017
50490,-.003,.012,-.025
50505,.012,.010,-.025
50523,-.000,.017,-.020
50543,-.017,.002,-.019
50562,.004,-.002,-.029
50590,.028,.006,-.036
50602,.018,-.012,-.033
50624,-.020,-.015,-.028
50642,-.038,-.031,-.030
50660,-.023,-.033,-.034
50681,-.007,-.018,-.022
50698,-.009,-.016,.002
50719,-.026,-.016,.009
50738,-.042,-.011,.003
50763,-.042,-.007,.008
50789,-.015,.004,.025
50796,-.001,.010,.021
50823,-.004,.001,-.003
50835,.023,.001,-.011
50856,.029,.016,.005
50877,-.020,.004,.013
50896,-.073,-.011,.015
50918,-.056,-.017,.015
50933,-.006,-.006,.004
50953,.017,-.011,-.011
50972,-.005,-.017,-.007
50998,-.034,-.029,.009
51013,-.016,-.016,.021
51033,.072,-.004,.037
51057,.124,.023,.044
51068,.128,.056,.022
51088,.178,.055,-.022
51107,.078,.037,-.014
51133,-.224,-.031,.017
51148,-.253,-.071,.017
51187,.129,.017,.013
51190,.452,.137,.043
51205,.388,.136,.052
51223,.065,.066,.011
51246,-.117,.023,-.020
51265,-.026,.038,.010
51281,.159,.081,.052
51304,.227,.082,.049
51322,.126,.062,.028
51344,-.009,.028,.024
51364,-.040,.017,.028
51383,.011,.020,.026
51403,.037,.031,.024
51420,.027,.035,.030
51439,.016,.037,.032
51460,.005,.031,.021
51482,.001,.029,.015
51498,-.003,.034,.017
51517,-.014,.034,.015
51543,-.027,.040,.015
51555,-.049,.034,.031
51586,-.049,.034,.048
51595,-.054,.028,.044
51616,-.088,.021,.027
51635,-.125,.010,.016
51652,-.120,.010,.008
51685,-.093,.018,.010
51693,-.071,.038,.017
51712,-.109,.031,.016
51732,-.170,.013,.005
51751,-.182,.016,-.009
51779,-.163,.028,-.008
51791,-.143,.031,.003
51815,-.117,.027,-.001
51830,-.077,.037,-.012
51850,-.020,.053,-.025
51869,.015,.061,-.040
51886,.019,.051,-.066
51914,-.014,.035,-.079
51933,-.053,.016,-.068
51950,-.098,.004,-.050
51966,-.132,.022,-.031
51987,-.125,.026,-.018
52010,-.142,.006,-.005
52024,-.216,.021,.004
52043,-.259,.009,.037
52070,-.279,.011,.047
52084,-.301,.020,.005
52108,-.253,-.011,.016
52126,-.121,.011,.017
52141,-.039,.022,-.031
52167,-.033,-.004,-.053
52183,-.059,-.011,-.058
52199,-.091,-.044,-.066
52219,-.083,-.066,-.058
52245,-.028,-.049,-.046
52264,.045,-.009,-.024
52279,.100,.024,-.012
52296,.038,.017,-.023
52314,-.082,-.018,-.050
52337,-.128,-.028,-.050
52356,-.050,.009,-.030
52375,.033,.024,-.019
52397,.015,.012,-.036
52415,-.061,-.015,-.058
52435,-.082,.004,-.058
52454,-.021,.020,-.042
52475,.028,.032,-.036
52493,.035,.037,-.047
52515,.004,.017,-.046
52531,-.022,.001,-.028
52557,-.021,-.005,-.017
52570,-.022,-.006,-.013
52592,-.014,-.015,.000
52611,-.032,-.010,.016
52628,-.051,-.010,.028
52652,-.091,.004,.039
52667,-.233,.023,.045
52686,-.728,.098,.045
52708,-1.761,.120,.045
52727,-3.184,.116,.014
52744,-4.843,.027,-.068
52770,-7.035,.066,-.100
52786,-10.677,.183,-.049
52805,-15.029,-.293,-.091
52827,-17.984,-.897,-.079
52843,-18.657,-1.241,.130
52866,-16.856,-1.278,.336
52894,-11.798,-.833,.191
52902,-4.079,-.451,-.167
52926,2.866,-.302,-.278
52942,6.831,.138,-.398
52959,8.568,.754,-.513
52981,10.385,1.037,-.201
52998,13.865,1.291,.197
53018,17.904,-.237,-.209
53044,21.645,-1.210,-1.109
53062,22.267,.979,-1.651
53085,16.100,1.861,-1.340
53097,5.948,.520,-1.168
53115,-3.125,-.220,-.851
53135,-6.566,-1.153,-.031
53162,-5.610,-.287,.477
53175,-3.616,.446,.230
53192,-4.123,.701,-.108
53211,-8.066,.456,-.272
53232,-13.563,-.673,-.160
53252,-17.905,-1.756,.202
53272,-19.495,-1.996,.477
53296,-18.732,-1.870,.560
53311,-15.058,-1.218,.224
53332,-8.604,-.673,-.295
53350,-1.933,-.650,-.506
53369,2.134,-.472,-.462
53390,2.870,.023,-.309
53408,2.124,.170,-.022
53432,2.423,.022,.250
53448,4.238,.178,.340
53469,6.855,.637,.191
53498,9.759,1.014,-.174
53511,11.889,.932,-.473
53536,13.141,.531,-.582
53543,13.692,-.208,-.465
53573,13.638,-.315,-.431
53595,12.648,.478,-.602
53604,10.375,.789,-.718
53646,6.107,.711,-.679
53650,1.941,.209,-.341
53685,-.231,.023,-.075
53712,1.356,.352,-.571
53728,1.675,.380,-.527
53769,.872,.248,-.227
53807,-.180,.033,-.237
53810,.088,.057,-.160
53817,.285,.073,-.042
53839,.159,.034,.002
53854,-.062,-.010,.044
53874,-.122,-.040,.097
53894,-.065,-.048,.109
53912,-.006,-.046,.100
53935,.005,-.045,.110
53951,-.078,-.046,.108
53973,-.141,-.068,.080
53993,-.089,-.065,.059
54013,-.009,-.048,.047
54036,-.003,-.045,.037
54051,-.075,-.049,.033
54072,-.147,-.049,.044
54092,-.132,-.042,.050
54112,-.049,-.028,.052
54127,.030,-.002,.052
54148,.017,.006,.048
54168,-.036,-.009,.038
54194,-.048,-.012,.036
54216,-.042,-.010,.033
54228,-.044,-.016,.032
54249,-.066,-.017,.026
54265,-.075,-.024,.020
54283,-.066,-.018,.003
54311,-.026,.004,-.027
54325,.011,.035,-.028
54342,-.028,.044,-.014
54364,-.077,.026,-.024
54390,-.038,.017,-.033
54407,.049,.031,-.025
54421,.051,.042,-.008
54442,-.009,.022,-.003
54459,-.007,.026,-.008
54479,.019,.032,.005
54499,.011,.018,.024
54518,-.018,.002,.020
54536,-.015,-.002,.010
54559,.013,.002,.008
54578,.029,.007,.009
54600,.005,.013,.015
54621,-.004,.012,.015
54638,-.009,.018,.010
54657,-.015,.018,.010
54675,-.026,.012,.013
54696,-.039,.009,.009
54715,-.033,.000,.011
54738,-.037,.001,.026
54753,-.053,-.010,.031
54772,-.042,-.018,.022
54799,-.043,-.023,.017
54818,-.028,-.032,.014
54833,-.016,-.024,.011
54858,-.032,-.023,.000
54874,-.022,-.022,-.012
54890,-.015,-.012,-.017
54909,-.027,-.012,-.019
54929,-.010,-.005,-.029
54954,-.022,.001,-.033
54975,-.058,-.001,-.029
54987,-.049,.000,-.040
55008,.006,.013,-.057
55024,.043,.021,-.056
55045,.029,.015,-.052
55071,-.003,.002,-.044
55084,-.010,-.010,-.030
55110,.002,-.026,-.020
55124,.011,-.032,-.027
55144,.023,-.033,-.033
55170,.024,-.031,-.038
55182,.016,-.033,-.039
55213,.038,-.027,-.038
55221,.069,-.018,-.036
55240,.043,-.021,-.031
55258,.005,-.032,-.024
55281,.024,-.032,-.023
55304,.057,-.026,-.016
55318,.046,-.026,-.007
55342,.018,-.022,-.009
55357,.015,-.015,-.007
55382,.019,-.007,-.002
55405,.012,-.013,-.007
55417,.013,-.021,-.011
55434,.029,-.016,-.006
55456,.029,-.004,-.002
55474,-.001,-.002,.000
55496,-.039,-.010,.003
55510,-.049,-.015,.004
55533,-.033,-.016,.004
55553,-.006,-.009,.005
55574,-.011,-.001,.014
55594,-.050,-.006,.016
55614,-.067,-.012,.015
55631,-.018,-.004,.013
55651,.065,.026,.010
55672,.076,.048,.004
55693,-.000,.043,.003
55709,-.060,.035,-.007
55728,-.051,.031,-.020
55746,.008,.039,-.016
55765,.019,.056,-.005
55786,-.042,.035,-.002
55803,-.067,.024,-.007
55831,-.012,.027,-.013
55844,.010,.031,-.008
55870,-.015,.020,.000
55888,-.026,.002,-.008
55903,.010,-.004,-.016
55929,.028,-.007,-.008
55947,-.003,-.022,.003
55965,-.027,-.028,.013
55986,-.005,-.022,.020
56000,.016,-.016,.036
56019,.012,-.012,.028
56039,.011,-.015,.004
56064,-.014,-.012,-.003
56083,-.025,-.010,-.002
56099,-.029,.000,-.008
56124,-.034,.007,-.006
56137,-.045,.018,.013
56162,-.285,.109,.025
56185,-1.494,.261,.014
56197,-3.619,.195,.019
56226,-5.901,-.111,-.033
56234,-7.569,-.396,-.112
56258,-9.224,-.379,-.068
56272,-12.445,-.233,.119
56293,-16.286,-.418,.107
56312,-18.633,-1.345,.019
56332,-18.954,-1.743,.198
56356,-15.910,-1.194,.588
56375,-7.918,-.349,.048
56395,.828,-.544,-.573
56414,6.118,-.324,-.736
56428,7.076,.451,-.719
56448,6.925,.623,-.232
56473,8.532,.681,.291
56487,14.146,.856,.144
56507,17.818,-.043,-.582
56527,20.735,-.364,-1.085
56546,20.653,.949,-1.447
56569,15.735,1.238,-1.297
56583,7.896,.498,-.631
56607,-.263,.411,.103
56626,-5.586,-.148,.229
56645,-7.048,-.558,.384
56664,-6.191,-.392,.484
56682,-6.398,-.140,.298
56706,-9.808,-.236,.230
56726,-14.781,-.639,.329
56742,-18.562,-1.200,.447
56760,-20.369,-1.750,.419
56780,-19.620,-1.647,.436
56802,-15.379,-.998,.607
56821,-6.500,-.399,.173
56842,1.707,-.562,-.127
56863,5.393,.161,-.315
56877,4.217,.729,-.372
56904,1.186,.255,.020
56923,.971,-.239,.457
56944,3.323,-.120,.581
56963,6.267,.445,.199
56975,8.470,.882,-.371
57000,9.281,1.100,-.696
57011,9.165,1.101,-.640
57076,9.113,.803,-.366
57182,12.102,.071,-.740
57195,12.303,.966,-.945
57203,9.886,1.167,-.850
57205,5.498,.882,-.557
57206,1.357,.309,-.095
57210,-.991,.035,.031
57236,.583,.210,-.250
57290,1.713,.398,-.222
57297,1.267,.325,-.111
57298,.106,.082,.005
57311,-.519,-.075,.061
57323,-.290,-.062,.061
57345,.156,.000,.038
57366,.222,-.001,.048
57384,-.028,-.060,.089
57409,-.161,-.087,.108
57422,-.098,-.077,.102
57441,.010,-.050,.094
57465,.008,-.042,.098
57488,-.094,-.054,.105
57503,-.133,-.078,.114
57527,-.098,-.071,.118
57540,-.109,-.072,.130
57559,-.139,-.090,.154
57579,-.147,-.088,.165
57598,-.131,-.083,.155
57623,-.116,-.082,.141
57638,-.061,-.075,.126
57660,.002,-.046,.102
57678,-.034,-.029,.081
57697,-.120,-.029,.070
57718,-.144,-.021,.056
57736,-.095,-.010,.044
57754,-.040,.012,.032
57776,-.026,.017,.025
57794,-.040,.013,.021
57812,-.050,.015,.015
57834,-.026,.015,.010
57855,-.014,.020,.011
57874,-.023,.013,.024
57894,-.012,.007,.030
57913,-.017,.007,.024
57932,-.027,.000,.021
57949,-.018,-.002,.027
57974,-.003,-.002,.024
57990,.023,-.002,.026
58015,.006,-.002,.034
58028,-.021,-.012,.043
58048,.006,-.018,.044
58068,.015,-.018,.047
58087,-.036,-.038,.067
58105,-.064,-.055,.091
58124,-.073,-.048,.109
58142,-.087,-.038,.131
58168,-.083,-.034,.140
58184,-.053,-.033,.126
58214,-.020,-.024,.107
58222,-.015,-.012,.088
58249,-.048,-.010,.066
58271,-.065,-.010,.042
58281,-.044,.007,.020
58300,-.025,.020,.006
58322,-.025,.028,-.008
58337,-.033,.028,-.018
58357,-.033,.027,-.016
58384,-.027,.026,-.011
58404,-.014,.022,-.013
58423,-.011,.017,-.011
58438,-.014,.005,-.006
58456,-.003,.004,-.011
58482,.010,.002,-.012
58497,.012,.000,-.007
58520,.021,-.007,-.002
58544,.021,-.013,.003
58554,.006,-.011,.000
58574,.008,-.022,-.005
58592,.005,-.012,-.012
58614,.008,-.011,-.019
58630,.029,-.006,-.023
58651,.032,.006,-.025
58672,.027,.009,-.020
58691,.022,.009,-.012
58713,.021,.005,-.014
58731,.026,-.004,-.022
58750,.019,-.006,-.019
58773,.007,-.015,-.014
58791,.011,-.016,-.020
58810,.022,-.017,-.024
58830,.026,-.001,-.024
58846,.019,-.009,-.023
58868,.011,-.020,-.031
58887,.032,-.006,-.035
58906,.061,-.002,-.023
58926,.037,-.006,-.016
58945,-.010,-.022,-.019
58966,.011,-.023,-.016
58986,.040,-.002,-.008
59002,.027,-.004,-.002
59023,.018,-.005,.000
59040,.022,-.004,-.007
59062,.032,-.004,-.003
59082,.030,-.004,.003
59102,.017,-.002,-.002
59120,.019,-.001,-.007
59138,.008,-.004,-.007
59159,-.010,-.013,-.012
59179,.001,-.011,-.017
59198,.019,-.002,-.020
59215,.011,-.005,-.023
59237,-.005,-.002,-.022
59262,-.000,.000,-.020
59275,.018,.002,-.022
59300,.027,-.001,-.023
59314,.011,-.006,-.019
59336,-.007,-.009,-.014
59353,-.018,-.010,-.013
59372,-.010,-.006,-.009
59390,.023,.005,-.012
59413,.034,.009,-.017
59442,.012,.001,-.016
59451,.010,-.007,-.016
59474,.024,-.006,-.012
59493,.021,-.005,-.003
59510,.001,-.009,-.003
59531,-.001,-.012,-.013
59549,.002,-.011,-.013
59668,.018,-.005,-.006
59685,.023,.002,-.001
59697,.015,.001,-.005
59699,-.005,-.001,-.006
59703,-.000,-.001,-.007
59704,.022,.007,-.011
59755,.008,.004,-.007
59758,.010,.007,-.002
59814,.018,.009,-.007
59832,.015,.007,-.008
59847,.015,.005,-.005
59852,-.011,.000,-.001
59853,-.049,-.010,.004
59951,-.075,-.006,.003
59953,-.249,.054,.003
59955,-1.307,.279,-.014
59958,-4.032,.396,-.039
59960,-8.145,.155,-.295
60106,-17.383,-.589,.165
60119,-17.405,-.302,.441
60139,-16.100,-.409,.279
60141,-12.963,-.507,.132
60146,-7.483,-.596,.011
60147,4.501,.043,-.546
60181,5.401,.304,-.385
60182,7.232,.492,-.057
60277,15.748,.682,-.425
60290,18.696,-.456,-.895
60291,20.223,-.693,-1.317
60292,18.674,.729,-1.418
60308,13.127,.905,-.854
60310,5.594,.476,-.110
60419,-1.674,.430,.119
60425,-6.439,-.266,.220
60427,-8.209,-.597,.447
60431,-9.087,-.117,.403
60453,-18.167,-.918,.512
60552,-18.324,-1.306,.647
60564,-16.220,-1.225,.606
60573,-11.526,-.886,.259
60575,1.642,-.086,-.173
60607,1.322,.131,-.011
60608,1.054,.042,.105
60640,2.182,.028,.242
60659,6.970,.678,.119
60680,9.279,.975,-.234
60701,10.651,1.042,-.499
60716,11.351,.929,-.525
60738,11.761,.469,-.370
60755,11.816,-.170,-.304
60777,10.977,.018,-.546
60793,9.377,.711,-.947
60816,7.214,.677,-1.100
60837,4.558,.330,-.931
60856,2.794,.068,-.630
60873,2.259,.209,-.430
60893,2.277,.413,-.359
60913,2.027,.379,-.286
60934,1.350,.175,-.163
60955,.583,.015,-.069
60973,.178,-.066,-.016
60992,.226,-.070,.053
61015,.371,-.045,.108
61033,.316,-.050,.108
61055,.142,-.066,.114
61069,.019,-.077,.120
61095,-.007,-.072,.097
61107,.050,-.054,.086
61127,.052,-.017,.082
61146,-.018,.001,.080
61172,-.080,.007,.076
61187,-.025,.011,.077
61208,.040,.026,.091
61231,-.006,.015,.114
61243,-.091,-.027,.127
61268,-.056,-.048,.136
61282,-.056,-.049,.154
61311,-.087,-.064,.158
61321,-.089,-.059,.158
61345,-.122,-.048,.164
61363,-.126,-.040,.163
61381,-.088,-.024,.141
61405,-.087,-.012,.111
61421,-.084,-.005,.089
61438,-.051,.002,.071
61457,-.051,.017,.058
61478,-.033,.016,.054
61495,.040,.032,.037
61517,.006,.033,.028
61534,-.066,-.002,.026
61557,-.069,-.010,.015
61574,-.089,-.006,.021
61591,-.133,-.026,.042
61610,-.126,-.034,.049
61632,-.111,-.042,.050
61650,-.111,-.042,.048
61669,-.105,-.029,.027
61692,-.093,-.010,.013
61712,-.065,.010,.009
61728,-.026,.029,-.007
61748,-.015,.040,-.020
61768,-.020,.038,-.028
61787,-.027,.037,-.031
61807,-.009,.028,-.027
61827,.007,.028,-.019
61845,.008,.024,-.008
61866,.005,.027,.003
61887,.007,.020,.016
61904,-.021,.002,.027
61924,-.053,-.026,.022
61945,-.062,-.040,.013
61962,-.075,-.035,.000
61981,-.075,-.022,-.029
62000,-.006,-.001,-.053
62021,.077,.035,-.061
62041,.056,.048,-.046
62063,-.021,.033,-.029
62080,-.040,.023,-.028
62098,-.025,.022,-.018
62118,-.001,.026,-.007
62138,-.007,.026,-.005
62157,-.021,.018,.004
62178,.011,.022,.011
62198,.048,.026,.011
62216,.069,.017,.014
62235,.095,.017,.021
62254,.087,.012,.042
62277,.063,-.006,.054
62292,.069,-.013,.022
62312,.084,-.018,-.007
62332,.065,-.027,-.011
62353,.040,-.033,-.019
62373,.026,-.027,-.023
62392,.033,-.018,-.016
62411,.056,-.002,-.019
62429,.071,.007,-.025
62452,.045,.011,-.029
62471,.019,.002,-.029
62492,.037,-.004,-.029
62508,.065,-.004,-.028
62526,.041,-.015,-.012
62546,.013,-.027,.000
62567,.017,-.031,.010
62586,.035,-.024,.025
62609,.015,-.027,.032
62626,-.006,-.032,.025
62645,-.009,-.023,.014
62665,-.014,-.015,.019
62685,-.018,.001,.026
62703,-.009,.018,.028
62725,-.001,.033,.030
62744,-.015,.039,.021
62765,-.020,.032,.010
62784,-.006,.037,.009
62803,-.015,.037,.027
62820,-.015,.028,.038
62842,-.000,.031,.032
62861,.004,.026,.025
62882,.001,.016,.020
62900,.013,.007,.024
62920,.024,.007,.038
62938,.024,.002,.061
62958,.021,-.010,.078
62979,.034,-.023,.081
62998,.029,-.026,.078
63017,.002,-.031,.069
63036,-.022,-.031,.045
63055,-.011,-.016,.020
