time,x,y,z
20756,-.418,-.223,.197
20776,-.767,-.205,.329
20798,-1.033,-.011,-.029
20824,-.127,.332,.186
20832,.445,.409,.150
20855,.230,.341,.084
20873,-.054,.273,.072
20893,-.177,.212,.084
20911,-.216,.152,.054
20935,-.162,.107,.015
20955,-.095,.081,.011
20974,-.085,.064,.025
20993,-.087,.053,.025
21015,-.052,.033,.027
21033,-.017,.018,.038
21053,.018,.000,.060
21075,.061,-.012,.077
21095,.026,-.015,.078
21113,.021,-.023,.077
21133,-.008,-.019,.048
21151,-.023,-.034,.027
21173,-.016,-.039,.017
21194,-.038,-.020,.009
21221,-.041,-.024,-.006
21239,-.012,-.028,-.010
21257,.029,-.024,-.007
21275,.020,-.041,-.013
21290,.010,-.047,-.007
21312,.028,-.046,.000
21332,.066,-.040,-.004
21358,.078,-.033,.003
21377,.053,-.034,-.010
21387,.034,-.018,-.022
21407,.008,-.015,-.030
21429,.047,-.019,-.035
21449,.108,-.008,-.041
21468,.141,-.003,-.046
21495,.136,.025,-.048
21515,.100,.035,-.040
21528,.076,.027,-.034
21549,.069,.025,-.023
21569,.069,.018,-.016
21588,.043,.019,.006
21616,.008,.026,.032
21635,.006,.033,.048
21663,.026,.041,.044
21669,.050,.037,.031
21689,.051,.047,.021
21709,.021,.044,.012
21725,.003,.047,.017
21753,.003,.047,.018
21774,.012,.037,.012
21792,.018,.033,.017
21813,.028,.027,.023
21829,.023,.019,.034
21848,.034,.008,.038
21869,.050,.003,.039
21896,.040,.016,.040
21915,-.011,.029,.037
21935,-.039,.044,.027
21948,-.039,.058,.021
21967,-.035,.053,.012
21987,-.010,.048,.000
22010,-.001,.040,-.001
22023,.008,.021,-.004
22045,-.014,.004,.004
22064,-.017,-.008,.005
22084,-.001,-.019,.006
22106,.016,-.022,.003
22125,.018,-.020,-.001
22145,.001,-.019,-.006
22167,.000,-.024,-.016
22187,.003,-.026,-.018
22205,.008,-.029,-.023
22224,.000,-.028,-.022
22248,-.005,-.025,-.019
22263,-.001,-.020,-.013
22282,-.007,-.014,-.010
22304,-.005,-.006,-.016
22324,-.003,-.012,-.017
22343,.001,-.015,-.021
22366,-.011,-.012,-.016
22382,-.017,-.007,-.008
22405,-.011,-.008,-.005
22426,-.016,.004,-.004
22444,-.011,.035,-.013
22466,.078,.140,-.005
22487,.114,.352,.036
22505,.139,.494,.083
22525,.135,.540,.010
22545,.103,.393,-.223
22564,.070,-.057,-.199
22585,-.586,.705,-.183
22607,-.595,-.262,.202
22627,.077,-.112,-.176
22655,-.010,-.195,-.111
22666,.190,-.114,.004
22685,.318,-.284,-.396
22707,.486,-.511,-.167
22724,.594,-.514,.149
22747,.257,-.612,.084
22765,-.264,-.575,.139
22786,-.535,-.513,.257
22804,-.504,-.299,.081
22823,-.324,-.030,-.048
22845,-.043,.174,.009
22865,-.036,.207,-.072
22884,-.134,.174,-.087
22906,-.161,.151,-.060
22924,-.146,.135,-.048
22944,-.161,.132,-.044
22962,-.217,.223,-.049
22986,-.171,.318,-.016
23007,-.123,.393,-.016
23024,.285,.495,.020
23046,1.035,.333,.009
23063,1.640,.202,.004
23083,1.044,-.014,-.205
23105,-1.798,.454,-.414
23125,-1.310,-.806,-.104
23143,-.342,.082,-.661
23163,1.122,.679,-.407
23183,.813,.295,-.589
23204,.528,-.119,.152
23225,.226,-.333,.111
23243,-.331,-.368,.196
23269,-1.235,-.493,.395
23287,-1.311,-.372,.380
23302,-.688,-.129,.229
23330,.341,.088,.341
23349,.665,.191,.233
23364,.197,.183,.167
23380,-.201,.130,.125
23399,-.179,.076,.115
23425,-.098,.046,.067
23445,-.110,.019,.040
23459,-.090,.015,.038
23480,-.013,.010,.028
23501,.082,-.015,.028
23524,.122,-.036,.060
23543,.104,-.034,.091
23557,.048,-.055,.098
23579,.076,-.068,.104
23599,.093,-.076,.114
23646,.093,-.090,.115
23663,-.069,-.102,.087
23680,-.058,-.096,.055
23696,-.021,-.091,.034
23726,-.021,-.084,.011
23746,-.013,-.069,.007
23758,-.029,-.058,.007
23779,-.033,-.061,.005
23799,.009,-.037,.015
23819,.048,-.030,.012
23837,.047,-.018,.020
23857,.023,-.002,.031
23885,.005,-.007,.023
23904,.018,-.001,.027
23928,.049,.002,.029
23937,.034,-.001,.029
23958,.018,-.006,.031
23978,.014,-.001,.031
24004,.040,-.002,.027
24020,.053,.014,.038
24036,.022,.013,.037
24057,.008,.014,.034
24077,.005,.009,.036
24097,.027,.005,.028
24118,.027,.018,.029
24138,.008,.022,.023
24157,.005,.022,.020
24178,.000,.033,.014
24197,.026,.042,.009
24218,.022,.036,.006
24236,.001,.035,-.001
24254,.008,.035,-.008
24274,.032,.031,-.015
24295,.009,.031,-.013
24313,-.006,.030,-.013
24344,-.002,.016,-.012
24357,-.002,.004,-.006
24385,-.003,.005,-.001
24402,.006,-.003,-.004
24425,.004,-.007,-.001
24440,-.001,-.006,.001
24457,.001,-.007,-.001
24475,-.002,-.002,.001
24497,-.003,.009,.004
24521,-.003,.013,.003
24543,.004,.015,-.001
24556,.006,.016,.003
24575,.001,.018,.005
24598,-.005,.021,.006
24624,-.006,.021,.010
24640,-.013,.020,.017
24659,-.002,.019,-.001
24683,-.012,.073,-.011
24700,-.028,.201,.009
24726,-.129,.376,.018
24731,.163,.520,-.011
24755,.673,.730,.091
24772,.646,.376,-.231
24800,.820,-.223,-.289
24823,-1.540,.872,.022
24834,-1.131,-.642,.536
24856,.314,-.289,-.212
24873,.695,.063,-.156
24901,.059,-.343,-.050
24925,.009,-.574,.142
24932,.336,-.635,.093
24953,.083,-.485,.186
24974,-.589,-.367,.323
24999,-.986,-.252,.080
25020,-.328,-.003,-.037
25037,.227,.178,.026
25056,.094,.218,-.029
25072,-.140,.202,-.054
25091,-.201,.208,-.063
25114,-.266,.292,-.106
25129,-.341,.336,-.107
25151,-.209,.371,-.178
25170,.100,.391,-.082
25189,.168,.299,-.126
25211,-.157,-.053,-.120
25231,-.975,.242,-.399
25250,-1.069,-.620,-.353
25270,-.242,-.609,-.133
25290,.325,-.103,-.200
25311,.700,.218,-.148
25329,1.044,.192,-.238
25347,.596,-.067,-.050
25370,.578,-.131,.149
25391,-.143,-.155,.214
25410,-.814,-.123,.160
25430,-.767,-.205,.368
25450,-.612,-.081,.017
25469,.113,.268,.128
25490,.668,.360,.139
25509,.456,.332,.036
25530,.011,.264,-.007
25549,-.188,.190,-.005
25568,-.165,.124,-.018
25602,-.155,.069,-.015
25610,-.121,.027,.006
25626,-.046,-.007,.027
25648,.059,-.024,.056
25668,.154,-.041,.086
25687,.144,-.045,.108
25708,.125,-.072,.116
25728,.125,-.073,.125
25748,.095,-.083,.126
25768,.073,-.100,.116
25788,.053,-.112,.102
25807,.080,-.124,.093
25825,.113,-.107,.093
25848,.127,-.094,.072
25868,.136,-.074,.050
25888,.088,-.050,.033
25907,.004,-.034,.029
25928,-.060,-.024,.027
25947,-.069,-.014,.016
25968,-.035,-.012,-.001
25985,-.006,.013,-.018
26008,-.013,.025,-.024
26026,-.019,.027,-.026
26047,-.023,.031,-.026
26066,-.012,.036,-.037
26087,-.040,.040,-.056
26106,-.049,.040,-.066
26126,-.036,.030,-.068
26146,-.033,.007,-.063
26166,.001,-.020,-.062
26186,.050,-.039,-.051
26206,.093,-.055,-.033
26225,.105,-.055,-.017
26247,.058,-.048,-.002
26266,-.016,-.042,.009
26286,-.080,-.036,.023
26305,-.088,-.026,.025
26325,-.072,-.029,.021
26345,-.052,-.024,.011
26365,-.040,-.017,-.006
26384,-.027,-.009,-.021
26406,-.023,-.006,-.033
26424,.008,-.008,-.041
26446,.060,.003,-.049
26465,.081,.018,-.057
26486,.066,.025,-.060
26504,.015,.033,-.057
26523,-.021,.030,-.056
26542,-.022,.025,-.054
26565,-.032,.022,-.049
26589,-.023,.016,-.046
26605,-.008,.016,-.044
26624,-.006,.010,-.034
26644,.011,.007,-.029
26665,.008,-.001,-.026
26683,-.002,-.007,-.027
26705,-.019,-.006,-.021
26723,-.034,-.009,-.022
26743,-.023,-.015,-.027
26765,-.006,-.019,-.032
26784,.016,-.018,-.037
26804,.010,-.001,-.049
26824,-.028,.015,-.049
26844,-.051,.027,-.046
26864,-.029,.040,-.051
26883,.005,.052,-.056
26904,.009,.057,-.057
26922,-.003,.055,-.059
26943,-.010,.057,-.051
26963,-.006,.055,-.052
26982,.005,.058,-.056
27003,-.013,.055,-.049
27022,-.041,.055,-.038
27043,-.057,.054,-.035
27062,-.047,.052,-.035
27082,-.018,.048,-.033
27103,.018,.046,-.037
27125,.059,.080,-.041
27142,.160,.198,-.019
27159,.267,.384,.011
27182,.500,.545,.080
27203,.679,.625,.000
27223,.254,.476,-.343
27243,.165,-.243,-.351
27264,-1.540,1.220,-.429
27283,-2.548,-.579,.259
27305,-.912,-.379,-.611
27325,.687,.055,-.254
27345,.908,.236,.059
27363,.461,-.069,-.126
27383,.199,-.202,.106
27401,.594,-.199,.123
27424,.402,-.238,.150
27442,.012,-.272,.123
27461,-.176,-.284,.192
27482,.022,-.370,.242
27507,.031,-.212,.108
27529,.168,-.103,.049
27542,.260,-.031,.092
27570,.070,-.002,.050
27579,-.041,.010,.011
27602,-.154,.057,.004
27624,-.219,.174,-.056
27646,-.390,.428,-.096
27665,-.511,.719,-.136
27680,-.728,.699,-.541
27704,-.500,.394,-.541
27721,.034,.180,-.398
27748,-1.512,.679,-.473
27766,-.985,-.438,-.222
27785,-.387,.077,-.355
27805,.734,.495,-.319
27828,1.307,.345,-.253
27847,1.035,.214,-.292
27864,.504,-.001,-.007
27879,.439,-.064,.237
27899,.126,-.197,.159
27928,-.153,-.195,.147
27941,-.402,-.168,.237
27960,-.226,-.218,.362
27979,-.219,-.052,.197
27999,.122,.139,.181
28027,.293,.198,.170
28044,.100,.154,.083
28062,-.085,.119,.042
28081,-.115,.091,.007
28098,-.124,.076,-.035
28121,-.144,.080,-.070
28143,-.091,.076,-.105
28161,-.007,.051,-.117
28183,.064,.030,-.117
28205,.103,.019,-.120
28223,.105,.010,-.118
28245,.082,.004,-.107
28258,.077,-.013,-.094
28274,.077,-.028,-.084
28296,.081,-.037,-.059
28318,.023,-.045,-.051
28337,.011,-.053,-.032
28358,.067,-.067,-.019
28376,.136,-.081,-.006
28397,.136,-.090,.010
28419,.088,-.081,.036
28438,-.043,-.074,.056
28456,-.099,-.051,.073
28477,-.062,-.037,.066
28496,.000,-.026,.044
28518,.047,-.006,.028
28544,.029,-.001,.012
28560,.016,.003,.004
28577,.005,-.006,.004
28602,-.008,-.009,.012
28621,-.011,-.020,.027
28635,-.029,-.042,.040
28656,-.036,-.048,.054
28675,-.032,-.053,.058
28695,-.030,-.050,.056
28723,.003,-.046,.048
28741,.028,-.041,.044
28760,.000,-.041,.040
28778,-.005,-.039,.044
28795,.005,-.025,.043
28814,.012,-.017,.033
28838,.000,-.012,.018
28858,-.027,-.007,.006
28879,-.035,-.006,-.007
28899,-.043,.000,-.019
28924,-.061,.007,-.012
28936,-.065,.003,-.015
28956,-.069,-.001,-.012
28974,-.073,-.008,-.006
28994,-.066,-.011,.003
29022,-.073,-.004,.012
29039,-.084,-.009,.015
29058,-.054,-.013,.007
29072,-.041,-.014,.011
29091,-.035,-.012,.016
29116,-.039,-.009,.028
29140,-.049,.000,.038
29150,-.044,.007,.034
29173,-.030,.014,.021
29190,-.013,.019,.003
29220,-.027,.027,-.011
29237,-.044,.040,-.019
29253,-.035,.042,-.029
29269,-.030,.047,-.045
29292,-.014,.041,-.066
29311,-.008,.035,-.076
29332,-.044,.025,-.061
29349,-.066,.009,-.030
29370,-.068,-.011,-.001
29390,-.056,-.013,.017
29412,-.040,-.008,.027
29432,-.034,-.014,.037
29451,-.040,-.023,.048
29471,-.032,-.033,.050
29491,-.013,-.028,.045
29511,.004,-.023,.044
29543,.012,-.019,.039
29549,.021,-.022,.031
29572,.036,-.015,.016
29589,.045,-.009,.001
29609,.039,-.003,.003
29629,.032,.005,.001
29657,.039,.015,.014
29677,.045,.025,.023
29691,.039,.024,.020
29715,.059,.022,.017
29737,.075,.005,.028
29752,.059,-.004,.042
29775,.039,-.014,.053
29795,.020,-.022,.049
29815,.014,-.011,.043
29829,.011,.000,.044
29850,-.008,.000,.031
29871,-.038,.004,.012
29895,-.069,.016,-.007
29914,-.078,.031,-.022
29936,-.062,.046,-.034
29956,-.052,.038,-.038
29976,-.058,.021,-.027
29995,-.058,.002,-.019
30016,-.028,-.012,-.013
30028,-.012,-.020,-.007
30050,-.017,-.017,-.004
30068,-.034,-.018,-.006
30094,-.054,-.033,-.030
30113,-.003,-.023,-.054
30133,-.018,-.020,-.052
30147,-.013,-.018,-.040
30169,.008,-.022,-.028
30187,.009,-.025,.006
30211,-.019,-.031,.039
30233,-.006,-.042,.059
30251,.012,-.044,.077
30267,.021,-.039,.088
30287,.022,-.035,.094
30306,.042,-.022,.088
30326,.042,-.006,.081
30346,.031,.010,.070
30366,.047,.026,.064
30386,.044,.044,.059
30407,.016,.054,.050
30426,.001,.054,.033
30443,-.005,.053,.015
30466,.004,.047,.005
30485,.004,.025,-.004
30517,.003,.008,-.005
30528,-.005,-.004,.003
30545,.012,-.026,.011
30565,.028,-.039,.020
30584,.047,-.040,.036
30604,.049,-.036,.054
30624,.082,-.042,.054
30644,.113,-.033,.053
30666,.108,-.017,.051
30685,.093,-.012,.045
30703,.100,-.006,.034
30724,.095,-.015,.018
30743,.100,-.015,.010
30764,.087,-.019,.016
30783,.064,-.028,.028
30804,.051,-.033,.047
30824,.051,-.058,.053
30845,.036,-.058,.047
30863,-.002,-.035,.049
30885,-.057,-.004,.025
30903,-.078,.119,-.012
30923,-.102,.361,.023
30945,-.072,.720,.011
30965,.303,.610,.010
30983,.741,.547,-.070
31004,1.282,-.034,-.073
31022,-1.569,1.215,-.137
31043,-2.106,-.450,.380
31062,-.872,-.403,-.614
31084,.632,.190,-.090
31103,.510,.140,-.303
31122,-.193,-.226,-.252
31142,-.027,-.307,-.021
31162,.174,-.146,.116
31183,-1.037,-.364,.048
31202,-.853,-.606,.351
31221,-1.207,-.414,-.200
31242,-.292,.077,.260
31263,.622,.150,.180
31282,.516,.093,.049
31301,-.052,.014,.049
31322,-.210,-.033,-.051
31341,-.030,-.006,-.002
31361,.343,.102,.093
31382,.814,.173,-.056
31402,1.256,.113,-.204
31421,1.569,.230,.022
31443,.815,-.067,-.077
31461,-1.025,.801,-.242
31483,-2.441,-.510,.343
31510,-.704,-.199,-.281
31522,.913,-.118,-.256
31541,1.100,.259,-.087
31559,.493,.151,-.215
31580,.135,-.208,.123
31601,.321,-.215,.186
31621,-.503,-.306,.324
31640,-.592,-.499,.379
31661,-.618,-.212,-.072
31681,.263,.233,.197
31701,1.030,.347,.172
31721,.877,.336,.059
31741,.141,.236,.060
31759,-.137,.129,.056
31780,-.035,.027,.028
31799,.000,-.030,.017
31821,-.017,-.052,.027
31839,.011,-.046,.022
31859,.055,-.044,.023
31879,.089,-.051,.031
31899,.124,-.034,.047
31921,.127,-.029,.066
31939,.127,-.030,.069
31959,.142,-.008,.072
31980,.121,-.018,.055
31999,.114,-.017,.029
32022,.087,-.014,.016
32036,.069,-.025,-.004
32057,.059,-.040,-.013
32076,.018,-.028,-.018
32098,-.014,-.028,-.017
32120,-.029,-.028,-.010
32138,-.057,-.020,-.001
32157,-.051,-.003,-.001
32177,-.025,.025,.005
32197,-.033,.033,.004
32219,-.044,.043,.011
32236,-.036,.030,.011
32257,.001,.024,.001
32274,.018,.025,.006
32296,.033,.007,.014
32318,.022,.004,.020
32336,.036,-.003,.018
32354,.037,-.017,.017
32376,.014,-.025,.020
32396,.004,-.023,.016
32418,-.013,-.018,.015
32435,-.032,-.003,.006
32456,-.022,.011,-.006
32489,-.014,.022,-.011
32493,-.028,.036,-.017
32516,-.022,.041,-.022
32535,-.022,.051,-.032
32552,-.016,.044,-.032
32573,-.023,.031,-.034
32595,-.027,.031,-.032
32615,-.022,.025,-.026
32636,-.023,.016,-.017
32655,-.028,.011,-.008
32676,-.012,.003,-.011
32694,-.014,-.001,-.010
32715,-.023,.002,-.002
32734,-.024,.005,.003
32755,-.032,.016,.001
32772,-.025,.031,.001
32794,-.008,.042,-.006
32814,.009,.033,-.016
32832,-.001,.009,-.015
32852,-.016,-.007,-.005
32874,-.013,-.017,.006
32894,.000,-.018,.014
32914,.015,-.008,.014
32931,.006,.002,.016
32954,-.002,.004,.011
32973,.005,.008,.007
32993,.003,.011,.005
33014,-.005,.013,-.001
33034,-.002,.016,-.010
33053,-.018,.029,-.016
33074,-.027,.027,-.010
33093,-.025,.024,-.005
33114,-.017,.024,.001
33133,-.027,.026,.005
33151,-.021,.031,.009
33173,-.019,.032,.012
33193,-.016,.032,.014
33213,-.021,.033,.023
33233,-.024,.042,.033
33253,-.025,.058,.027
33272,-.080,.141,.023
33292,-.177,.390,.021
33313,-.198,.701,.023
33332,-.022,.879,-.057
33352,.115,.712,-.182
33373,.687,.143,-.065
33392,-.534,1.124,-.660
33411,-1.335,-.538,.312
33432,-1.020,-.287,.018
33457,.549,-.190,-.072
33480,1.110,-.107,-.415
33492,.568,-.411,-.098
33511,.395,-.472,.246
33531,.326,-.549,.220
33550,.150,-.421,.232
33571,-.099,-.372,.350
33590,-.338,-.186,.326
33610,-.347,-.024,.059
33630,-.159,.192,.098
33650,-.298,.307,.047
33671,-.756,.281,-.043
33688,-.846,.245,-.057
33710,-.495,.236,-.070
33730,-.198,.225,-.106
33751,.150,.297,-.153
33770,.451,.472,.005
33790,.329,.361,.034
33810,.045,.060,.114
33830,-1.156,.863,-.366
33849,-1.986,-.290,.016
33869,-1.108,-.453,-.018
33889,.703,-.086,.062
33910,1.338,.051,-.208
33929,.858,-.382,-.126
33950,.711,-.465,.161
33969,.510,-.365,.133
33988,-.166,-.415,.209
34009,-.281,-.314,.420
34027,.164,-.227,-.011
34049,.725,.278,.247
34069,.526,.384,.131
34088,.008,.368,.045
34108,-.298,.334,.037
34128,-.303,.256,.020
34149,-.101,.164,.003
34167,-.027,.106,.020
34187,-.113,.070,.023
34207,-.117,.054,.028
34228,-.027,.025,.029
34248,.056,-.008,.058
34269,.055,-.025,.087
34285,.038,-.029,.091
34307,.037,-.023,.087
34327,.018,-.031,.071
34355,.015,-.039,.043
34375,.032,-.039,.026
34392,.044,-.048,.011
34412,.069,-.047,.001
34427,.044,-.048,-.022
34462,.015,-.048,-.046
34467,-.006,-.034,-.054
34494,-.030,-.047,-.060
34508,-.014,-.048,-.050
34526,-.007,-.051,-.039
34546,.010,-.051,-.013
34567,-.016,-.045,.010
34585,-.077,-.052,.025
34608,-.102,-.031,.038
34627,-.118,-.022,.045
34647,-.120,-.018,.043
34666,-.116,-.002,.044
34685,-.082,.005,.047
34706,-.044,-.004,.056
34724,-.046,-.015,.061
34747,-.035,-.026,.065
34766,.012,-.029,.064
34787,.045,-.034,.055
34810,.050,-.030,.042
34826,.028,-.028,.037
34851,-.014,-.020,.049
34874,-.034,-.019,.082
34891,-.039,-.037,.126
34912,-.062,-.087,.178
34926,-.063,-.125,.220
34945,-.069,-.117,.238
34966,-.115,-.090,.224
34990,-.099,-.053,.186
35005,-.041,-.015,.149
35023,-.035,.008,.121
35050,-.029,.031,.092
35064,-.043,.060,.066
35090,-.056,.082,.038
35110,-.040,.091,.014
35129,-.003,.077,-.002
35145,.023,.057,-.004
35172,.020,.042,.003
35189,-.011,.026,.014
35209,-.030,.016,.017
35226,-.046,-.002,.010
35250,-.029,-.011,.005
35269,.011,.019,.006
35282,-.030,.237,.007
35303,.005,.391,.038
35333,.429,.556,-.007
35343,.764,.377,-.187
35361,.756,.236,-.104
35382,.750,-.004,-.336
35407,-2.541,.795,.147
35434,-1.845,-.311,.495
35456,.623,-.019,-.707
35460,1.634,.780,-.360
35481,.665,.141,.023
35509,.472,-.085,-.030
35529,.495,-.109,-.013
35541,.188,-.250,.016
35562,-.188,-.455,.238
35581,-.349,-.281,.159
35602,-.129,-.267,-.057
35624,.230,-.129,.081
35639,.076,-.091,.064
35659,-.176,-.106,.034
35681,-.222,-.087,.040
35699,-.310,.031,-.011
35723,-.252,.196,-.002
35742,-.220,.462,-.043
35761,-.095,.278,-.305
35781,.539,.196,-.227
35802,.866,-.303,.009
35825,-1.633,1.133,-.231
35841,-2.201,-1.225,.091
35860,-.497,-.205,-.406
35881,.792,.063,-.182
35901,1.089,.319,-.292
35931,.717,-.031,-.184
35944,.457,-.235,.141
35959,.251,-.351,.082
35981,.016,-.282,.109
36001,-.315,-.268,.452
36026,-.684,-.354,.121
36046,-.019,.145,.317
36064,.439,.278,.237
36081,.258,.222,.145
36100,.033,.164,.152
36125,-.041,.103,.145
36139,-.071,.043,.106
36165,-.076,-.013,.076
36179,-.094,-.064,.073
36199,-.087,-.095,.081
36227,-.063,-.107,.069
36245,.021,-.107,.062
36262,.110,-.095,.081
36279,.104,-.092,.094
36298,.038,-.096,.089
36323,.025,-.097,.092
36339,.047,-.106,.093
36360,.065,-.094,.117
36386,.040,-.113,.126
36404,.018,-.111,.152
36436,-.045,-.135,.171
36438,-.126,-.145,.152
36458,-.140,-.144,.123
36477,-.038,-.149,.112
36497,.135,-.142,.116
36516,.223,-.134,.154
36541,.212,-.122,.174
36558,.113,-.106,.163
36583,.038,-.087,.142
36594,.054,-.092,.110
36615,.125,-.075,.087
36633,.163,-.046,.076
36655,.131,-.025,.058
36674,.065,-.011,.038
36697,.061,-.009,.029
36717,.099,-.011,.037
36736,.108,-.009,.058
36757,.084,-.017,.069
36776,.069,-.013,.070
36797,.045,-.001,.066
36819,.001,-.012,.065
36836,-.029,-.014,.066
36857,-.033,-.018,.069
36876,-.027,-.009,.069
36899,-.002,-.006,.055
36918,.027,-.004,.049
36941,.018,-.003,.039
36958,-.005,.000,.037
36981,-.033,.011,.036
37002,-.027,.026,.036
37027,-.011,.031,.028
37036,.010,.032,.018
37055,.021,.026,.010
37075,.005,.026,.010
37101,.000,.029,.014
37124,.018,.026,.011
37133,.021,.036,.012
37156,.031,.036,.012
37174,.020,.026,.014
37201,.000,.020,.016
37225,-.007,.015,.012
37236,-.007,.007,.006
37256,.005,.005,-.004
37274,.016,.004,-.010
37294,.005,.003,-.007
37315,-.013,.002,-.001
37333,-.029,-.007,.001
37353,-.028,-.006,.004
37380,-.038,.007,.014
37399,-.052,.010,.012
37429,-.029,.019,-.001
37433,-.007,.022,-.006
37455,-.010,.040,-.019
37474,-.099,.163,-.033
37494,-.261,.378,-.023
37514,-.101,.537,-.024
37538,-.021,.617,-.155
37553,.159,.655,-.321
37578,.257,.520,-.081
37591,.236,.492,-.299
37619,-1.509,.556,-.150
37638,-.823,-.144,.207
37652,.308,.184,-.131
37672,.579,.192,-.178
37689,.183,-.217,.131
37711,-.079,-.300,.111
37731,-.280,-.222,.134
37753,-.608,-.211,.093
37773,-1.021,-.381,.166
37791,-.799,-.212,.075
37808,-.295,-.042,.049
37831,.005,.058,.076
37851,-.095,.058,.021
37872,-.095,.016,.028
37892,.015,-.018,.047
37910,.050,-.046,.029
37933,.022,.003,.006
37954,-.052,.109,-.004
37973,.005,.376,.026
37992,.412,.556,.029
38019,.810,.357,-.071
38035,.601,.076,-.105
38057,.158,-.304,-.470
38076,-1.450,-.124,.183
38095,-.844,-.150,.407
38115,-.002,-.425,-.283
38131,.756,.125,.045
38149,.559,.011,-.105
38171,.104,-.311,.220
38195,.264,-.336,.252
38213,.093,-.345,.199
38236,-.012,-.414,.208
38251,-.109,-.334,.332
38272,-.085,-.246,.037
38287,.458,.142,.210
38313,.475,.235,.104
38335,.154,.179,.067
38355,-.056,.112,.064
38375,-.071,.058,.050
38406,-.055,.027,.017
38409,-.101,.007,-.001
38426,-.077,-.007,-.012
38453,.017,-.017,-.026
38468,.067,-.029,-.028
38488,.083,-.047,-.006
38508,.100,-.074,.011
38526,.126,-.064,.039
38548,.071,-.073,.053
38574,.071,-.091,.065
38587,.091,-.070,.080
38608,.051,-.076,.070
38628,.084,-.063,.054
38654,.094,-.050,.039
38667,.067,-.048,.028
38687,.020,-.026,.014
38711,-.014,-.009,-.001
38723,-.017,-.018,-.011
38746,.004,-.024,-.008
38767,.012,-.031,-.006
38785,.003,-.035,-.013
38806,-.003,-.025,-.021
38826,.009,-.024,-.029
38846,.060,-.035,-.038
38869,.076,-.036,-.035
38889,.034,-.048,-.026
38907,.017,-.059,-.013
38924,.015,-.058,-.004
38946,.021,-.068,.000
38967,.032,-.063,.007
38988,.012,-.063,.015
39006,-.002,-.059,.015
39023,.000,-.044,.015
39052,.016,-.029,.012
39072,.003,-.025,.009
39092,-.008,-.006,.004
39110,.021,-.011,-.019
39123,.047,-.012,-.034
39144,.034,-.007,-.039
39161,.021,-.012,-.040
39181,.033,-.006,-.044
39202,.054,-.009,-.051
39222,.056,-.014,-.057
39243,.043,-.013,-.054
39261,.017,-.019,-.045
39282,.003,-.019,-.041
39303,.012,-.030,-.038
39323,.008,-.030,-.033
39343,-.008,-.026,-.024
39364,-.022,-.026,-.012
39386,-.021,-.020,-.006
39402,.001,-.011,-.002
39423,.017,-.007,.007
39444,.018,-.004,.010
39462,.012,-.007,.016
39482,.012,-.012,.016
39503,.012,-.014,.022
39522,-.007,-.017,.031
39542,-.003,-.026,.029
39562,.000,-.030,.029
39581,-.021,-.026,.022
39602,-.046,-.019,.015
39623,-.058,-.013,.005
39641,-.045,-.008,.000
39663,-.054,-.006,-.004
39681,-.062,-.009,-.006
39701,-.073,-.006,-.017
39723,-.061,-.001,-.029
39741,-.050,.008,-.034
39761,-.038,.011,-.039
39781,-.030,.015,-.043
39801,-.023,.018,-.046
39822,-.014,.014,-.048
39840,.006,.004,-.043
39861,.011,-.007,-.032
39880,.015,-.020,-.016
39900,.020,-.033,-.002
39922,.020,-.042,.006
39940,.017,-.048,.006
39961,.023,-.046,.001
39980,.020,-.044,-.005
39999,.020,-.036,-.007
40022,.022,-.039,-.012
40039,.027,-.034,-.011
40060,.022,-.039,.001
40080,.003,-.037,.015
40100,-.007,-.039,.025
40121,.001,-.035,.025
40140,.006,-.026,.029
40159,.001,-.020,.031
40179,.005,-.013,.032
40199,.004,-.007,.028
40221,.010,-.002,.027
40239,-.003,.004,.032
40259,.005,.011,.031
40278,.006,.015,.034
40300,.003,.024,.029
40321,.006,.032,.021
40339,.010,.037,.015
40370,.023,.036,.012
40378,.021,.033,.014
40397,.014,.026,.012
40421,.016,.024,.005
40439,.032,.018,-.004
40458,.037,.009,-.012
40478,.039,-.001,-.019
40497,.023,-.007,-.021
40520,.017,-.012,-.018
40534,.017,-.011,-.019
40557,.032,-.009,-.024
40577,.044,-.011,-.022
40597,.034,-.014,-.019
40620,.033,-.023,-.018
40638,.039,-.028,-.015
40657,.038,-.029,-.011
40675,.026,-.019,.004
40695,.014,-.015,.011
40719,-.007,-.002,.011
40736,-.012,.008,.005
40756,-.010,.018,-.005
40775,.004,.022,-.010
40795,.015,.025,-.016
40817,.022,.027,-.013
40834,.020,.025,-.008
40855,.022,.019,-.001
40875,.034,.010,.000
40894,.036,.009,.009
40915,.021,.011,.015
40935,.023,.026,.010
40953,.042,.041,.003
40975,.037,.055,-.002
40995,.031,.070,-.002
41016,.017,.102,.000
41035,-.018,.183,.001
41056,.078,.313,.025
41074,.324,.424,.071
41096,.160,.487,-.110
41114,-.193,.329,-.238
41135,-.087,-.210,-.445
41155,-1.339,.795,-.315
41175,-1.231,-.227,.468
41194,.084,-.079,-.492
41215,.705,.322,-.370
41231,.403,.172,.193
41259,.385,-.205,.143
41282,.387,-.331,.120
41300,.130,-.376,.186
41328,-.187,-.470,.247
41333,-.270,-.389,.291
41360,-.131,-.278,.028
41374,.237,-.056,.112
41395,.187,-.020,.032
41415,-.084,-.028,.014
41440,-.118,-.025,.021
