time,x,y,z
20362,-.159,.294,-.020
20381,-.323,-.401,-.106
20395,-.225,-.558,.071
20416,.002,-.357,.343
20440,.271,.117,.381
20454,.333,.025,-.183
20480,.378,.015,-.797
20501,.534,-.186,-.877
20514,.967,-.332,-1.817
20533,1.182,-.327,-3.570
20554,.180,-.419,-1.829
20573,1.368,-.152,1.689
20593,.591,-.289,2.695
20626,-5.130,3.023,23.309
20633,-2.752,1.824,-11.922
20657,4.826,-2.551,.505
20683,.915,-.177,-.982
20694,-1.383,.638,3.403
20715,-.979,.232,3.299
20737,-.808,.153,-.549
20757,.511,1.632,.980
20778,1.726,3.638,.735
20799,1.015,1.956,-1.524
20826,2.528,-3.324,-5.070
20833,-.855,-.266,-3.023
20855,-.461,.478,-.740
20873,-.744,.311,.105
20893,-.524,-.256,.555
20912,-.506,-.580,.785
20934,-.235,-.498,.638
20955,.106,-.282,.311
20975,.304,.203,.243
20994,.184,.314,.294
21016,.194,.366,.260
21034,.297,.377,.182
21055,.258,.339,.100
21074,.150,.173,-.020
21094,-.001,.244,.071
21114,-.029,.063,.128
21133,.015,.027,.141
21152,-.015,-.140,-.026
21173,.030,-.251,.161
21193,.193,.034,.170
21220,.116,.132,-.083
21238,.115,.001,.113
21258,.248,.081,.212
21274,.162,.172,.164
21291,.090,.069,.173
21311,.219,.153,.020
21332,.075,.085,-.124
21359,.159,.151,-.194
21378,-.010,.191,-.146
21391,.029,.016,.081
21412,.043,-.037,.166
21430,.061,-.091,.022
21449,.205,-.048,-.058
21470,.202,.084,-.029
21495,.246,.111,.022
21516,.166,.241,-.076
21530,.091,.200,-.009
21549,.098,.129,.037
21569,-.009,.071,-.034
21590,-.028,-.028,.004
21616,.098,-.000,.166
21634,.078,-.093,.063
21664,-.014,-.150,.042
21671,-.099,-.076,.058
21689,-.110,.005,.088
21709,-.052,.186,.090
21728,.019,.249,.114
21754,.133,.268,.124
21774,.076,.253,-.080
21793,.079,.153,-.026
21813,.105,.217,-.100
21829,.096,.168,.028
21849,.034,.073,.115
21870,.038,.071,.121
21895,.137,.043,-.032
21915,.082,.150,-.096
21935,.050,.167,-.056
21949,.115,-.054,.006
21967,.195,.066,-.041
21988,.207,-.009,-.077
22011,.101,.034,.018
22028,.060,.026,-.048
22046,-.011,.135,.190
22066,.136,.143,.207
22086,.054,.055,-.004
22107,.150,.096,-.040
22127,.044,.108,-.030
22146,.039,.132,.110
22167,-.008,.049,.116
22187,.015,-.078,.057
22206,.083,.034,.046
22230,.043,-.014,-.099
22249,.013,.080,-.003
22265,.032,.003,-.026
22285,.084,.018,-.025
22308,.062,.041,-.121
22328,.007,.027,-.043
22346,-.001,.012,.084
22365,-.054,.082,.026
22388,.122,.175,-.017
22405,.033,.190,-.058
22426,.028,.108,-.056
22445,.076,.111,.084
22467,.326,-.065,-.248
22487,.590,-.144,-.881
22507,1.180,-.063,-1.758
22526,.487,.517,-2.319
22546,.164,-.187,-3.232
22565,.820,-1.044,.476
22586,-.602,-.737,6.526
22606,-3.241,2.035,5.284
22628,.270,1.509,-3.928
22655,1.079,-1.189,.046
22667,.509,.039,-.582
22686,-1.596,.281,1.375
22706,-1.352,-1.492,3.840
22725,-1.359,-2.154,1.841
22746,-1.055,.157,-.972
22765,.058,1.271,-.405
22786,.383,2.128,.493
22807,.505,1.262,.350
22824,.725,-1.065,-2.076
22845,1.874,-1.252,-3.260
22865,-.282,.933,-1.627
22885,-.267,.409,-.544
22905,.016,-.115,-.062
22923,-.101,.022,.184
22945,-.019,.033,.063
22963,.357,.298,-.202
22985,.693,.253,-1.295
23006,.712,.079,-1.659
23025,.769,-1.100,-2.141
23045,1.372,-1.667,-3.763
23064,1.127,-2.010,-2.786
23084,3.103,2.264,3.031
23104,-5.465,3.689,28.436
23125,-5.593,2.794,-8.676
23143,5.436,-1.499,-.891
23165,2.483,-3.870,-3.428
23183,-1.391,1.165,2.404
23204,-2.175,-.209,4.002
23226,-1.224,.516,1.998
23242,.277,.173,-.576
23268,.626,3.339,2.053
23288,.222,4.126,2.398
23302,.449,-.910,-2.590
23331,3.143,-3.136,-6.023
23349,-1.180,.170,-2.828
23364,-.511,.814,-.772
23382,-.797,.583,.513
23400,-.617,-.724,1.034
23427,-.543,-.925,1.386
23446,-.146,-.208,.870
23459,.139,.044,.194
23481,.293,.304,-.179
23501,.079,.187,.127
23525,.210,.210,.359
23544,.174,.395,.472
23559,.182,.494,-.035
23580,.006,.063,-.235
23600,.044,-.036,-.128
23647,.050,.057,.130
23650,-.036,.090,.007
23665,.016,.204,.146
23682,.030,-.119,.027
23698,.018,-.190,-.301
23727,.035,-.042,.049
23746,.007,-.011,.154
23758,.115,.095,.016
23779,.055,.196,.135
23799,.086,.194,.006
23820,.032,.236,-.398
23838,.004,.160,-.039
23858,.147,.345,.190
23886,.016,.180,.133
23905,.001,.102,.142
23929,.053,.154,-.103
23938,.041,.189,.007
23959,.099,.198,.118
23979,.100,.148,.137
24005,.078,.043,-.016
24021,.083,.129,-.052
24038,.068,.242,-.074
24058,-.001,.172,.021
24079,.126,.041,.094
24097,.053,.003,.124
24118,.120,-.002,.004
24137,.097,.186,-.085
24157,.088,.152,-.027
24177,.082,.077,.062
24197,.115,-.032,-.033
24218,.109,.044,-.065
24237,.088,.070,.173
24256,.092,.024,.093
24277,.095,.017,-.031
24296,.042,.085,.081
24316,.083,.175,-.001
24344,.014,.040,.055
24358,.028,.132,.067
24385,.038,.119,.101
24404,.040,.104,-.041
24426,.061,.123,.049
24440,.021,.129,.093
24457,-.055,.068,.039
24478,.006,.057,.075
24496,.045,.102,-.066
24522,.004,.077,-.041
24542,.053,.092,-.054
24557,.059,.014,-.038
24575,.065,.115,-.093
24599,.007,.089,-.094
24625,.047,.022,.010
24640,.063,.061,-.037
24659,.046,.157,-.133
24682,.003,.186,.047
24702,.332,.412,-.281
24727,.220,.330,-1.117
24734,.476,-.275,-3.040
24755,1.032,-.960,-3.815
24775,1.148,.118,-3.002
24800,.917,-.660,3.473
24823,-3.052,-1.139,12.183
24834,-3.600,3.473,-2.555
24855,1.346,1.660,-5.485
24874,2.800,-2.108,-.190
24900,-.962,1.002,3.204
24926,-3.088,-.414,4.535
24933,-1.566,-2.558,-.450
24954,1.029,-1.316,.353
24973,1.276,2.299,-.401
24999,.506,3.213,.639
25024,.355,-1.167,-2.833
25037,1.998,-1.919,-4.345
25055,-.634,.845,-1.353
25072,-.401,.438,-.215
25092,-.336,-.317,-.183
25113,-.221,-.318,-.256
25134,.231,-.085,-.719
25153,.667,-.698,-1.246
25171,1.234,-1.443,-1.623
25191,1.298,-1.488,-1.536
25211,1.877,.112,1.612
25232,.864,2.164,2.489
25252,-6.223,4.053,18.620
25272,-1.756,-.010,-11.491
25292,4.663,-2.222,-.631
25310,.911,.036,-2.098
25332,-1.430,.634,.779
25349,-.550,1.202,2.508
25370,-.410,-.629,2.059
25392,-1.110,-.049,-.318
25410,.406,2.129,1.333
25431,1.281,2.226,-.222
25451,.649,1.251,-.626
25471,.660,-3.316,-3.185
25490,.946,-1.254,-3.438
25511,-.410,.285,-1.361
25530,-.567,.572,.197
25552,-.485,-.152,.672
25569,-.373,-.463,1.179
25601,-.163,-.231,.987
25611,.148,.051,.378
25630,.280,.350,.100
25649,.260,.409,.190
25668,.246,.372,.231
25689,.275,.491,.563
25708,.084,.370,.117
25729,.079,.020,.035
25748,.068,.064,-.089
25768,-.027,-.050,-.012
25788,.051,-.092,.075
25808,.104,-.178,-.092
25828,.221,-.222,-.124
25848,.188,.008,-.142
25868,.230,-.028,-.279
25888,.205,-.011,-.111
25908,.221,.013,-.172
25928,.168,.096,-.147
25948,.236,.151,-.141
25967,-.025,.105,-.155
25987,.073,.177,-.035
26009,.061,.127,.091
26028,.115,.145,.375
26047,.015,.116,.376
26068,.003,.170,.298
26087,.075,.324,.209
26108,.057,.364,.179
26128,.107,.289,.164
26147,.114,.243,.246
26168,.138,.072,.247
26187,.182,.074,.170
26205,.161,.007,.086
26228,.187,.140,-.074
26246,.139,.222,-.117
26268,.150,.194,-.085
26287,.124,.198,-.036
26306,.143,.107,-.044
26327,.156,-.004,-.320
26345,.137,-.132,-.263
26366,.162,-.065,-.133
26385,.140,-.137,-.180
26406,.139,-.049,-.030
26425,.055,-.031,-.085
26446,.021,-.028,-.147
26465,.093,-.010,-.133
26485,.048,.139,-.041
26505,.127,.238,.164
26526,.040,.205,.219
26545,.002,.160,.021
26565,.067,.193,.030
26589,.100,.093,-.018
26605,.039,-.043,.121
26624,.100,.005,.173
26644,.038,.017,.098
26664,-.024,.015,.002
26685,-.015,.005,.016
26704,.012,.050,.057
26725,.024,.110,-.005
26744,.007,.050,-.019
26764,-.020,-.011,-.027
26785,.042,-.018,-.026
26804,.082,.031,-.081
26824,.138,.122,-.185
26844,.226,.215,-.114
26863,.226,.121,-.074
26884,.122,.013,.127
26904,.212,.011,.109
26923,.109,.098,.104
26943,.060,.073,.100
26963,.073,.095,.013
26983,.147,.122,-.071
27004,.027,.065,-.046
27023,.111,.089,-.059
27043,.067,.073,-.081
27063,.107,.005,-.018
27082,.149,.013,-.027
27102,.088,.036,.024
27124,.132,-.032,-.000
27142,.304,-.149,.040
27162,.644,-.518,-.704
27184,.475,.100,-2.376
27206,.392,-.274,-4.106
27223,.183,-.464,-2.069
27242,.792,-.184,2.969
27264,-1.220,-1.274,5.690
27284,-2.362,5.313,6.953
27304,-1.728,2.742,-5.742
27326,1.886,-4.817,-2.566
27344,2.274,-.544,.043
27364,-2.520,2.200,2.147
27384,-.431,1.298,3.108
27403,-.219,-.657,.129
27424,-.373,.304,-.161
27443,.268,1.096,.288
27463,.135,.753,.378
27482,.897,.113,-.008
27508,.379,.245,-.312
27529,.420,-1.012,-1.786
27542,.526,-.713,-2.162
27571,-.226,.535,-.703
27580,-.123,.154,-.304
27603,.161,-.408,-.318
27625,.269,-.479,-.508
27646,.483,-.212,-.923
27667,1.619,.311,-3.188
27681,1.586,-.195,-5.277
27704,.059,-3.076,-4.147
27724,3.406,-.804,4.578
27747,-4.410,2.418,31.789
27766,-7.206,2.131,-12.194
27787,5.998,-.687,3.334
27806,1.866,-2.123,-1.752
27829,-1.820,.777,.635
27846,-.710,1.815,1.798
27864,-1.140,.270,4.069
27880,-.436,.001,1.317
27900,-.591,1.605,.547
27929,-.497,.602,.238
27941,.788,1.075,.470
27961,.534,1.007,-.142
27979,1.075,.610,-.622
27999,.449,-1.738,-2.501
28027,.805,-1.048,-2.722
28044,-.275,-.053,-.507
28063,-.365,-.265,.455
28082,-.069,-.780,.406
28099,.013,-.604,.252
28120,.294,-.082,.128
28143,.317,-.035,-.267
28162,.401,-.052,-.170
28183,.170,.118,.355
28206,.140,.101,.439
28224,.040,.172,.174
28244,.045,.318,-.203
28258,.114,.250,-.260
28277,.098,.306,-.111
28298,.209,.184,-.054
28318,.128,.260,.232
28337,-.007,.171,-.056
28358,-.044,-.023,-.132
28378,-.130,.036,.025
28399,-.128,.096,.057
28422,-.014,.278,.109
28440,.038,.537,.065
28457,.061,.301,.088
28477,.102,.101,-.074
28499,.134,-.128,.035
28520,.207,-.091,.150
28545,.112,.073,-.031
28559,.035,.072,-.058
28577,.052,.133,-.074
28603,.016,.010,-.063
28621,.062,.039,-.126
28634,-.087,.182,-.108
28656,-.037,.141,-.072
28676,-.152,.110,-.023
28695,-.087,.088,.130
28724,-.125,.066,.038
28742,-.091,.156,.041
28761,-.036,.215,.109
28779,-.014,.153,.123
28795,.046,.161,.059
28816,.028,.088,-.022
28839,.108,.122,-.132
28857,.112,.017,-.031
28879,.145,.166,-.006
28901,.195,.053,-.066
28925,.269,-.072,-.073
28937,.237,.110,-.085
28956,.192,.063,-.151
28974,.207,.047,-.100
28994,.199,.002,.038
29023,.080,.178,.111
29039,-.031,.266,.144
29058,-.055,.119,.190
29074,-.001,.165,.198
29095,-.049,.171,.053
29117,.076,.154,-.097
29139,.023,.158,-.048
29153,.056,-.002,-.004
29174,.070,-.042,.033
29193,.099,-.061,-.024
29220,.031,-.087,.019
29238,.093,-.057,-.009
29258,.241,-.123,-.106
29272,.284,-.182,-.005
29292,.263,-.072,.009
29312,.112,-.077,.046
29333,.090,.147,.049
29352,.190,.122,-.049
29371,.233,.154,.059
29393,.177,.132,.159
29412,.146,.102,.029
29432,.014,.138,.079
29452,-.051,.076,.178
29472,-.064,.014,.200
29492,.039,.016,.147
29513,.057,-.027,.004
29544,.103,-.005,.022
29555,.054,-.097,-.021
29573,-.002,-.091,.008
29592,.015,-.138,-.053
29610,.042,-.155,-.056
29630,.018,-.049,-.008
29656,-.007,-.074,-.054
29679,.067,.073,-.071
29691,-.106,.091,.070
29719,-.038,.072,-.002
29737,.029,.144,.118
29751,-.001,.100,.230
29775,.043,.187,.102
29796,.038,.163,-.119
29815,.280,.141,-.199
29831,.257,.051,-.187
29851,.128,.101,-.010
29871,.051,-.024,-.120
29896,.158,-.011,-.167
29915,.233,.023,-.185
29937,.220,-.054,-.090
29956,.099,.064,-.008
29976,.077,.101,.136
29996,.065,.141,.182
30016,.070,.058,.116
30029,.087,.054,.121
30049,.081,.134,.159
30069,.001,.038,.015
30093,.055,.140,.024
30114,-.054,-.387,-.005
30134,.032,.046,.130
30148,-.051,.107,.061
30169,-.040,.204,-.177
30189,-.173,.315,-.245
30212,-.196,.313,.189
30234,-.182,.105,.335
30254,-.073,.025,.199
30267,-.018,.136,.100
30287,-.056,.206,.069
30307,.040,.039,.006
30327,.024,-.049,-.027
30347,.094,-.035,-.109
30366,.110,-.061,-.226
30388,.184,-.044,-.320
30406,.170,-.110,-.236
30427,.142,-.121,-.297
30445,.198,-.185,-.153
30467,.200,-.092,.060
30486,.069,-.025,.155
30520,.063,.036,.122
30531,.005,.170,.178
30546,.009,.157,.196
30566,.006,.128,.180
30587,.054,.110,.104
30605,.115,.144,-.075
30625,.006,.013,-.008
30645,.088,.056,.034
30665,.049,.108,.056
30685,.045,.059,-.043
30706,.075,-.036,.070
30725,.024,-.043,.123
30745,.024,-.088,.026
30765,.034,-.032,-.109
30785,.028,.091,-.188
30805,.108,.004,-.172
30825,.094,-.038,.028
30844,.043,-.149,-.065
30864,.146,-.005,-.026
30885,-.156,.140,-.447
30905,.061,-.100,-.367
30924,.784,-.008,-.342
30944,.790,.117,-2.076
30964,.746,.096,-5.666
30984,-.778,-1.608,-3.703
31004,2.588,.754,.332
31023,-2.934,.449,11.886
31044,-3.381,5.798,-.584
31063,-.296,.910,-3.367
31083,1.670,-5.965,-1.279
31103,.587,-.756,1.323
31123,-2.580,.635,5.288
31143,-.097,.051,2.592
31163,-.033,-2.318,-1.181
31183,.593,4.129,1.954
31203,-1.229,2.556,1.402
31223,1.817,.900,.213
31243,.607,-3.232,-2.866
31262,.997,-.267,-5.276
31282,-.166,.903,-2.369
31302,-.691,1.256,-.756
31322,-.718,.070,.227
31342,-.215,-1.011,.536
31362,-.479,-1.343,-1.105
31382,.561,-.820,-2.360
31403,.859,-.988,-1.645
31422,.518,-2.197,-1.456
31443,2.251,2.086,3.737
31461,-.793,2.263,1.961
31484,-4.210,5.660,15.896
31510,-.976,2.700,-12.426
31523,2.187,-3.689,-1.557
31542,1.891,-.698,-1.962
31560,-2.044,.584,2.269
31582,-.730,.045,4.767
31601,-.443,-2.118,-.122
31621,.496,1.766,1.579
31641,-.330,3.137,2.286
31660,2.598,.930,-.338
31681,1.644,-3.289,-4.030
31701,1.317,-.412,-4.975
31722,-.540,.990,-2.504
31741,-.755,1.158,-.070
31760,-1.055,.002,1.188
31780,-.874,-1.245,1.096
31800,-.365,-.710,1.386
31821,.241,.073,.664
31841,.322,.214,.142
31860,.297,.412,.008
31880,.229,.597,.208
31899,.159,.461,.298
31922,.310,.491,.116
31940,.121,.241,.168
31960,.223,.126,.158
31979,.128,.012,-.047
32000,.067,-.191,.193
32021,.178,-.135,.145
32039,.058,-.167,.116
32059,.031,.023,.015
32078,.107,.110,-.094
32097,.134,.202,-.199
32120,.143,.240,-.127
32139,.172,.360,.026
32159,.123,.296,-.065
32180,.246,.247,-.031
32198,.189,.419,-.036
32221,.092,.473,.192
32238,.116,.349,.182
32257,.043,.161,.300
32278,.172,.250,.184
32296,.139,.235,.067
32319,.121,.223,.292
32338,.181,.190,.185
32355,.103,-.026,.170
32377,.164,.078,.224
32396,.154,.052,.115
32420,.155,.103,-.056
32437,.070,.194,-.114
32456,.107,.053,-.286
32491,.145,.104,-.212
32496,.110,.176,.022
32518,.086,.146,.048
32536,.102,.011,.121
32555,.098,.129,-.092
32576,.055,.134,.041
32596,.012,.102,.289
32618,.170,.158,.067
32636,.070,.088,.050
32656,.130,.239,.174
32676,.048,.048,.084
32695,.069,.044,.063
32716,.035,.153,.033
32736,.072,.083,-.033
32755,.128,.082,-.023
32775,.180,.075,.028
32795,.127,.088,.018
32818,-.010,-.042,-.042
32835,-.073,.071,.209
32856,-.011,.113,.202
32875,.023,.163,.158
32894,.157,.148,-.005
32915,.123,.274,-.069
32934,.110,.144,-.053
32956,.111,.089,.102
32976,.100,-.003,.010
32994,.094,-.032,-.101
33015,-.009,-.002,-.042
33034,.046,-.015,-.064
33054,.063,.021,.086
33074,.043,.053,-.079
33093,.028,.056,-.118
33115,.041,.067,.052
33134,.095,.162,-.005
33154,.047,.225,-.074
33173,.033,.240,-.003
33193,.019,.101,.127
33213,.066,.138,.164
33233,.118,.175,.038
33253,.185,.206,-.023
33273,.242,.201,-.074
33292,.654,.407,-.511
33313,1.054,.296,-1.834
33336,1.303,-.024,-4.763
33353,.323,-1.345,-5.041
33373,1.912,-.462,.318
33392,.397,.789,5.278
33412,-5.450,2.649,12.277
33433,-.880,2.640,-9.538
33457,1.742,-4.070,-.322
33481,-.172,.185,.221
33492,-1.821,.053,4.349
33512,-1.448,-.521,3.678
33532,-1.333,.766,-.596
33552,.186,.232,-1.013
33571,.815,1.482,-.216
33591,.729,1.895,.296
33611,.621,-.154,-1.810
33633,1.640,-1.557,-4.169
33652,-.759,.432,-1.848
33670,-.192,.808,.017
33691,-.339,-.121,.602
33711,.103,-.883,-.071
33731,.212,-.897,-.554
33751,.477,-1.020,-1.064
33770,1.570,-1.234,-1.687
33791,1.964,-.457,-1.798
33812,1.108,.359,2.414
33831,2.014,3.765,-1.349
33851,-4.711,5.719,12.497
33870,-1.606,.109,-6.411
33890,2.803,-3.414,-2.587
33909,1.186,-1.219,-.108
33930,-2.071,.565,4.167
33950,-1.248,-.319,5.102
33970,-.774,-.678,-1.759
33989,1.151,1.962,-1.454
34009,.642,1.569,1.682
34030,1.325,1.244,-.777
34049,1.571,-3.766,-4.810
34069,.450,1.020,-3.023
34089,-.979,1.371,-1.038
34108,-.467,.496,.213
34131,-.454,-.649,1.142
34148,-.511,-.979,1.081
34168,.188,-.107,1.005
34188,.314,.543,.886
34209,.361,.391,.492
34228,.364,.208,.308
34249,.284,.238,.393
34268,.302,.411,.471
34289,.361,.420,.245
34308,.279,.248,.143
34329,.343,.323,-.143
34356,.043,.052,.186
34375,.250,-.150,.194
34393,.091,-.268,.183
34413,.201,-.122,.348
34429,.300,.161,.137
34465,.195,.057,.126
34468,.230,.111,-.008
34495,.211,.274,-.057
34510,.134,.043,.077
34528,.195,.121,.019
34546,.051,.142,.066
34567,.166,.206,-.140
34587,.054,.324,-.169
34607,.152,.203,-.080
34627,.129,.218,-.069
34647,.140,.158,.003
34667,.116,.266,.127
34687,.127,.166,-.039
34707,.104,.168,.036
34728,.056,.087,.141
34748,.146,.072,.229
34767,.131,-.021,.073
34787,.194,-.016,.112
34810,.108,.072,.048
34827,.164,.120,-.028
34852,.192,.063,-.013
34873,.246,.131,-.083
34892,.263,.124,-.163
34911,.090,.154,-.205
34926,-.002,.076,-.171
34946,.032,.043,-.356
34965,.139,.247,-.062
34992,.078,.196,.175
35006,.081,-.113,.100
35026,-.054,.026,.282
35051,.046,.141,.314
35064,.046,.204,.346
35090,.143,.245,.297
35111,.086,.221,.306
35132,.130,.117,.310
35146,.127,.067,.356
35171,.242,.135,.335
35189,.192,.239,.227
35209,.166,.241,.094
35227,.238,.149,.040
35251,.238,.053,.113
35269,.238,-.090,.202
35282,.330,.145,-.142
35304,.976,.385,-1.579
35333,.444,-.009,-3.433
35342,.076,-1.239,-3.647
35363,.455,-.553,.214
35383,1.551,1.273,1.731
35410,-2.779,.526,18.885
35435,-2.486,3.774,-7.614
35456,1.036,-.677,-3.396
35462,2.711,-4.985,-1.989
35484,-.497,-.151,4.353
35511,-3.550,.121,5.281
35529,-.814,-.965,.264
35542,1.648,.842,-.706
35562,.492,2.557,.675
35582,-.519,1.395,.851
35603,.886,-.549,-1.349
35625,1.085,-1.887,-3.028
35641,-.706,1.023,-.498
35662,-.295,.784,.427
35681,-.039,-.106,.179
35700,-.118,.064,-.415
35722,.272,-.146,-1.508
35741,1.336,.022,-1.911
35761,.122,-1.219,-4.376
35781,.156,-3.152,-2.291
35801,3.070,-.015,3.055
35824,-1.387,1.078,3.160
35843,-5.572,5.631,-.310
35861,.435,.139,-7.321
35881,4.341,-3.903,-3.644
35902,.568,.033,-.508
35932,-2.780,.289,3.430
35945,-.644,-.010,4.536
35960,-1.180,.398,-.192
35982,.496,.182,-.379
36000,1.416,2.343,1.110
36027,1.312,4.039,-.320
36047,.509,-3.641,-3.910
36063,.816,-.059,-3.663
36081,-1.019,.658,-1.026
36101,-.693,.228,.410
36126,-.513,-.525,.823
36139,-.869,-.786,.843
36164,-.439,-.606,.843
36180,-.140,-.291,.814
36199,.128,-.092,.599
36228,.083,.167,.252
36245,.243,.133,-.060
36264,.200,.144,-.336
36280,.129,.209,-.068
36299,.023,.228,.346
36324,.004,.084,.191
36338,-.036,-.036,.080
36360,.027,-.025,-.073
36387,.038,.162,-.183
36405,.011,.109,.099
36436,.027,.278,.154
36440,-.054,.343,.224
36459,.138,.386,.026
36478,.189,.258,-.042
36499,.189,-.108,-.070
36519,.099,-.184,.184
36542,.041,.010,.165
36559,.039,.093,.322
36582,-.050,.185,.220
36604,-.016,.095,-.083
36619,-.141,-.233,.008
36636,.109,-.098,.074
36657,.054,-.008,-.145
36677,.082,.110,.055
36697,.013,-.002,.068
36717,.005,-.127,.011
36737,.072,-.027,-.035
36757,.052,.088,-.214
36779,.029,.044,-.048
36800,.032,.085,-.046
36820,.051,.050,.011
36837,.037,.086,.117
36856,.073,.061,.043
36877,.059,.055,.078
36898,.088,.146,-.012
36919,.037,.141,-.100
36941,.072,.202,.140
36959,.056,.141,.177
36982,.065,.115,.254
37001,.187,.171,.134
37026,.154,.154,-.046
37037,.030,.221,-.003
37056,.024,.126,.122
37075,.079,.070,.262
37102,.073,.022,.165
37126,.098,.059,-.002
37134,.115,.155,.035
37155,.109,.181,-.114
37173,.036,.051,-.068
37200,.066,.086,.147
37226,.099,.048,.156
37236,.087,.020,.155
37257,.146,.046,.085
37274,.059,.065,-.052
37294,.062,.048,-.031
37315,-.014,.141,.039
37332,.050,.100,.116
37355,.117,-.018,.140
37381,.183,.040,.070
37400,.059,.243,-.058
37429,-.037,.125,-.145
37432,-.032,.187,-.154
37454,-.092,.071,-.158
37474,.201,.073,-.024
37494,.524,.078,-.290
37515,.917,-.174,-1.928
37538,.422,-.636,-3.065
37553,.086,-1.432,-2.248
37579,1.524,-.730,-.567
37592,1.742,2.424,.668
37620,-3.061,2.300,11.205
37638,-3.556,.451,-2.098
37653,1.805,-.442,-3.846
37673,.829,-.543,1.187
37691,-2.310,-.415,4.033
37712,-2.662,-.309,3.723
37733,-.815,-.584,-.455
37752,1.350,.768,-.721
37772,.079,3.188,.910
37792,.128,.428,-.020
37812,.982,-1.171,-2.230
37832,1.164,-1.243,-2.880
37852,-.036,.416,-.821
37871,-.027,.155,.217
37891,.379,-.592,.406
37912,.183,-.108,.313
37932,.244,-.003,-.231
37953,.821,.293,-.353
37973,.875,-.143,-.848
37993,1.749,-.698,-2.887
38020,.765,-.967,-3.384
38036,.914,.192,.866
38058,.558,3.188,2.240
38078,-5.181,-.598,18.806
38097,-.028,2.202,-8.453
38114,1.390,.751,.098
38131,.888,-2.571,-2.105
38149,-1.282,.252,1.378
38170,-1.588,.505,3.169
38196,-1.425,-.690,1.216
38215,-.527,-.325,-.160
38237,.706,1.341,-.948
38251,.618,.905,.761
38271,1.259,1.425,-.583
38288,1.228,-3.145,-3.928
38313,.099,.290,-2.972
38336,-.582,.945,-.516
38356,-.544,.351,.369
38375,-.497,-.653,1.010
38405,-.470,-.825,.938
38411,.000,-.230,.690
38430,.185,-.052,.238
38453,.228,-.040,-.096
38469,.198,.214,.161
38489,.102,.197,.246
38507,.044,.262,.336
38527,.127,.175,.330
38547,.117,.379,.104
38573,.008,.177,-.058
38587,.051,.035,-.053
38609,-.007,.272,-.077
38628,-.125,-.127,-.014
38654,.081,-.120,.039
38668,.009,-.061,.149
38687,.066,.068,.157
38710,.073,.009,-.020
38726,-.012,-.050,-.315
38747,-.021,-.017,-.071
38767,.121,.090,.006
38787,.037,.047,.034
38810,.161,.152,.144
38827,.050,.053,-.004
38847,.019,-.089,.047
38868,.053,.062,.194
38889,.024,.285,.234
38910,-.034,.170,.111
38924,.021,.166,.065
38947,.003,.115,-.011
38966,-.041,.036,.082
38989,-.042,.176,.020
39008,-.150,.115,-.083
39027,-.046,-.000,-.089
39052,.033,-.068,-.017
39073,.041,.040,-.053
39092,.113,.105,.018
39112,.149,.079,-.029
39124,.133,-.043,.014
39144,.155,.077,.144
39165,.130,.103,.120
39184,.194,.015,.038
39204,.191,-.005,-.055
39224,.146,-.085,.026
39244,.120,-.002,.160
39264,.072,.027,.104
39283,-.013,-.016,.073
39304,.033,-.018,-.087
39324,-.056,-.019,.069
39344,.010,.104,.029
39364,.001,.141,.023
39387,.066,.187,.018
39404,.044,.166,-.131
39423,.096,.153,-.034
39443,.018,.158,-.055
39463,-.026,.151,.067
39483,.005,.074,.065
39503,-.007,.032,-.007
39523,.036,.074,-.016
39543,.011,.054,-.075
39563,.056,-.115,-.050
39582,.076,.027,-.145
39602,.102,-.020,-.155
39624,.101,-.050,-.076
39642,.115,-.128,-.097
39662,.087,-.031,-.104
39682,.013,-.013,-.041
39702,.035,-.013,.062
39722,.071,.026,.119
39741,.015,.062,.027
39764,.007,.021,.016
39782,-.022,.040,.094
39803,.070,.084,.132
39822,.039,.065,.151
39841,.034,.076,.113
39861,-.005,.104,.170
39882,.038,.107,.192
39902,-.067,.109,.126
39923,-.003,.041,.164
39941,.039,-.010,.159
39960,-.008,-.074,-.032
39983,.012,-.052,-.025
40001,.014,.006,.105
40021,.020,-.049,-.014
40041,.041,-.108,-.059
40060,.051,.067,-.103
40080,.000,.092,-.044
40101,.021,.030,-.010
40121,.032,.011,-.153
40140,.039,.032,-.032
40160,.024,.036,.048
40180,-.012,.001,-.055
40200,-.045,-.050,-.063
40222,.016,.005,-.056
40240,.020,.066,-.008
40259,-.034,.077,-.091
40279,.002,.106,-.092
40299,.052,.074,.040
40321,.052,.075,.011
40339,.029,.085,-.045
40371,.076,.082,.031
40379,.052,.039,.081
40400,.092,.100,.060
40421,.094,.107,.053
40438,.172,-.013,.001
40458,.155,.026,-.031
40478,.080,-.033,-.002
40500,.072,.038,.072
40523,.091,-.013,.116
40538,.109,.021,.071
40557,.127,.042,-.009
40579,.056,.023,.033
40597,.038,-.044,.060
40619,.010,.053,.050
40637,-.028,.002,.030
40657,.028,.032,-.035
40679,.037,.026,-.131
40697,-.023,.161,-.209
40721,-.036,-.005,-.166
40737,.017,.058,-.128
40756,.006,-.030,-.059
40777,.066,.030,.008
40797,.013,.073,.017
40819,.133,.112,.053
40837,.129,.095,-.022
40856,.087,.153,.057
40877,.076,.100,.061
40897,.076,.020,.124
40917,.117,.127,.124
40936,.016,.123,-.051
